Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2020-10-10,Hengrun provides electronics and intelligent driving solutions for the automobile and unmanned transportation sectors.,Jingwei Hengrun,https://www.crunchbase.com/organization/jingwei-hengrun,"Automotive, Autonomous Vehicles","Beijing, Beijing, China, Asia",Venture Round - Jingwei Hengrun,https://www.crunchbase.com/funding_round/jingwei-hengrun-series-unknown--d5ee9e52,13,"BAIC Capital, Capitallink, China Renaissance Capital Investment, CITIC Securities, Everest Ventures Group, GAC Capital, GF Xinde Investment Management, Glory Ventures, Guangzhou Yuexiu Industrial Investment Fund, Hengxu Capital, Huaye Tiancheng Capital, Ningbo Construction, Shang Qi Capital",,"CITIC Securities, Everest Ventures Group, Glory Ventures, Guangzhou Yuexiu Industrial Investment Fund, Shang Qi Capital",Venture - Series Unknown,2,,,,,,,210000000,CNY,29721888,Yes,,https://www.hirain.com/,,IPO,,"18,584"
2020-10-22,SmartSens Technology is a high-performance CMOS image sensor chip design company.,SmartSens Technology,https://www.crunchbase.com/organization/smartsens-technology,"Electronics, Hardware, Software","Shanghai, Shanghai, China, Asia",Series B - SmartSens Technology,https://www.crunchbase.com/funding_round/smartsens-technology-series-b--6f0b4e37,14,"An Xin Capital, Beyond Capital, China Fortune-Tech Capital, China Integrated Circuit Industry Investment Fund (CICF), China Internet Investment Fund, CMB International Capital Corporation, CMB International's Telecom Fund., Forebright Capital Management, Haitong Capital, HSG, Hubei Xiaomi Changjiang Industrial Investment Fund Management, Lenovo Capital and Incubator Group (LCIG), TRANSSION, Wingtech Technology",Early Stage Venture,"China Integrated Circuit Industry Investment Fund (CICF), CMB International Capital Corporation, CMB International's Telecom Fund., Hubei Xiaomi Changjiang Industrial Investment Fund Management",Series B,2,1500000000,CNY,224396374,,,,244396374,USD,244396374,Yes,,http://www.smartsenstech.com/,,Early Stage Venture,,"27,112"
2021-01-22,4Paradigm is an AI tech firm that helps enterprises improve work efficiency while reducing risk and achieving greater commercial value.,4Paradigm,https://www.crunchbase.com/organization/4paradigm,"Artificial Intelligence (AI), Information Services, Machine Learning, Software","Beijing, Beijing, China, Asia",Series D - 4Paradigm,https://www.crunchbase.com/funding_round/4paradigm-series-d--d632e368,18,"Boyu Capital, China Development Bank, China Jianyin Investment, China New Enterprise Investment, China Reform Holdings Corporation, China Securities, CITIC Construction Investment, CPE, FountainVest Partners, Goldman Sachs, Haitong Securities, HOPU Investment Management Company, HSG, Jinyi Capital, Junci Investment, Mubadala, National Manufacturing Transformation and Upgrading Fund, Primavera Capital Group",Late Stage Venture,"Boyu Capital, HOPU Investment Management Company, Primavera Capital Group",Series D,6,700000000,USD,700000000,,,,1075261565,USD,1075261565,Yes,,https://www.4paradigm.com/,$1B to $10B,Late Stage Venture,,"32,217"
2020-09-10,QXQ Technology is a high density photonic integrated solutions company.,QXQ Technology,https://www.crunchbase.com/organization/qxq-technology,"Application Specific Integrated Circuit (ASIC), Consulting, Quantum Computing","Shanghai, Shanghai, China, Asia",Series C - QXQ Technology,https://www.crunchbase.com/funding_round/qxq-technology-series-c--be75a882,4,"ALAN AMC, CITIC Industrial Investment Group, Fortune Venture Capital, VStar Capital",Late Stage Venture,"CITIC Industrial Investment Group, Fortune Venture Capital",Series C,1,240000000,CNY,35116983,,,,240000000,CNY,35116983,Yes,,,,Late Stage Venture,,"45,441"
2021-01-14,DiDi Freight provides affordable and insured intra-city freight shipping services.,Didi Freight,https://www.crunchbase.com/organization/didi-freight,"Freight Service, Logistics, Transportation","Beijing, Beijing, China, Asia",Series A - Didi Freight,https://www.crunchbase.com/funding_round/didi-freight-series-a--2f6ae52d,9,"Beijing Zhongguancun Longmen investment, Country Garden Venture Capital, CPE, Didi, Hidden Hill Capital, IDG Capital, Temasek Holdings, VMS Asset Management, YF Capital",Early Stage Venture,"CPE, IDG Capital, Temasek Holdings",Series A,1,1500000000,USD,1500000000,1500000000,USD,1500000000,1500000000,USD,1500000000,Yes,,https://www.didiglobal.com/travel-service/freight,,Early Stage Venture,,"47,019"
2021-01-10,CorrectSequence Therapeutics is a clinical-stage biotech company for next-generation gene editing therapies.,CorrectSequence Therapeutics,https://www.crunchbase.com/organization/correctsequence-therapeutics,"Biotechnology, Genetics","Shanghai, Shanghai, China, Asia",Angel Round - CorrectSequence Therapeutics,https://www.crunchbase.com/funding_round/correctsequence-therapeutics-angel--76ac69df,4,"HSG, New Alliance Capital, TF Capital, Zoo Capital",Seed,"New Alliance Capital, Zoo Capital",Angel,1,40000000,CNY,6177177,,,,40000000,CNY,6177177,Yes,,http://www.correctsequence.com/?lang=en,,Seed,,"49,693"
2020-08-03,Jinfang Pharmaceutical is focused on R&D and drug development from small molecule drug pipelines to diversified cutting-edge therapies.,Jinfang Pharmaceutical,https://www.crunchbase.com/organization/jinfang-pharmaceutical,"Health Care, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series B - Jinfang Pharmaceutical,https://www.crunchbase.com/funding_round/jinfang-pharmaceutical-series-b--0bef5f4a,7,"CDH Investments, Honghui Capital, Pan-Lin Capital, Qingchi Capital, Shenzhen Capital Group, Sinopharm Capital, South China Venture Capital",Early Stage Venture,CDH Investments,Series B,3,400000000,CNY,57299202,,,,890000000,CNY,134392926,Yes,,,,,3,"50,347"
2020-10-29,LianBio aims to develop and accelerate availability of paradigm-shifting medicines to patients in China.,LianBio,https://www.crunchbase.com/organization/lianbio,"Biopharma, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series A - LianBio,https://www.crunchbase.com/funding_round/lianbio-series-a--c07d4f51,15,"BlackRock, Casdin Capital, CMG-SDIC Capital Management, Farallon Capital Management, Logos Capital, Perceptive Advisors, Pfizer, RA Capital Management, Sphera Global Healthcare Fund, T. Rowe Price, Tybourne Capital Management, Venrock Healthcare Capital Partners, Vida Ventures, Viking Global Investors, Wellington Management",Early Stage Venture,"CMG-SDIC Capital Management, RA Capital Management, Venrock Healthcare Capital Partners",Series A,1,310000000,USD,310000000,,,,310000000,USD,310000000,Yes,,https://www.lianbio.com/,$10M to $50M,IPO,1,"50,379"
2021-01-02,CotheraBio develops innovative cancer therapies with a focus on translational oncology.,CotheraBio,https://www.crunchbase.com/organization/cotherabio,"Health Care, Medical, Medical Device, Oncology","Beijing, Beijing, China, Asia",Venture Round - CotheraBio,https://www.crunchbase.com/funding_round/cotherabio-series-unknown--748d6713,9,"CMB International Capital Corporation, CTS Capital, Harbinger Ventures, Lang Sheng Investment, Legend Capital, Legend Star, New World Development, Qingsong Capital, Sherpa Healthcare Partners",,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.cotherabio.com/,,,,"50,942"
2020-08-13,Hanyu Medical is a transcatheter mitral valve repair equipment supplier.,Hanyu Medical,https://www.crunchbase.com/organization/hanyu-medical,"Health Care, Medical, Medical Device","Shanghai, Shanghai, China, Asia",Series D - Hanyu Medical,https://www.crunchbase.com/funding_round/hanyu-medical-series-d--e24554ea,9,"ALAN AMC, Chunfeng Venture Capital, CPE, Everest Venture Capital, Highlight Capital, Med-Fine Capital, Orient Securities Capital Investment, TF Capital, Yingke Capital",Late Stage Venture,"CPE, Highlight Capital, Yingke Capital",Series D,6,500000000,CNY,71993204,,,,163437464,USD,163437464,Yes,,http://www.hanyumedical.com,$1M to $10M,Late Stage Venture,,"51,617"
2020-12-18,"MiningLamp helps clients to build their own knowledge graphs and apply AI to their business, and finally transform data into insights.",MiningLamp,https://www.crunchbase.com/organization/mininglamp,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Software","Beijing, Beijing, China, Asia",Series E - MiningLamp,https://www.crunchbase.com/funding_round/mininglamp-series-e--654d6797,5,"CITIC Securities Investment, Dahua Investment, Russia-China Investment Fund, Shanghai Oriental Pearl Media, Tencent",Late Stage Venture,Russia-China Investment Fund,Series E,6,200000000,CNY,30595074,,,,841824740,USD,841824740,Yes,,https://www.mininglamp.com/,$50M to $100M,Late Stage Venture,,"52,137"
2020-12-20,Mindsemi designs and manufactures semiconductor optoelectronic chips.,Mindsemi,https://www.crunchbase.com/organization/mindsemi,"Electronics, Manufacturing, Semiconductor","Wuhan, Hubei, China, Asia",Series B - Mindsemi,https://www.crunchbase.com/funding_round/mindsemi-series-b--bb7d2c10,4,"Dingxin Capital, GL Ventures LLC, Hua Capital, Semiconductor Manufacturing International",Early Stage Venture,GL Ventures LLC,Series B,2,,,,,,,,,,Yes,,http://www.mindsemi.com,,Early Stage Venture,1,"52,964"
