Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2021-06-03,Stemirna Therapeutics is a RNA technology based drug development company designed to maximize the potential of RNA science.,Stemirna,https://www.crunchbase.com/organization/stemirna-therapeutics,"Biotechnology, Medical, Pharmaceutical","Beijing, Beijing, China, Asia",Series C - Stemirna,https://www.crunchbase.com/funding_round/stemirna-therapeutics-series-c--9beac5e2,23,"Advantech Capital, Beijing Shenzhen Sai Fund, CD Capital, China Industrial Asset Management, China Merchants Health, China Reform Fund Management, CITIC Securities, CMB International Capital Corporation, E Fund Management Co.,LTD., Forebright Capital, GreatWall Fund, Greenwoods Investment, Guoxin Fund, HSG, Oceanpine Capital, OrbiMed, Qingsong Capital, Renjin Investment, Tibet AIM Pharm, Tsing Capital, WuXi AppTec, Xinke Capital, Zhizhong Investment",Late Stage Venture,"China Merchants Health, HSG, WuXi AppTec",Series C,7,1200000000,CNY,187388738,,,,1330000000,CNY,205881479,Yes,,http://www.stemirna.com/,$10M to $50M,Late Stage Venture,,"23,974"
2021-03-30,"Biren Technology is a high-tech startup that has the niche in softwares, hardwares, and chip system.",Biren Technology,https://www.crunchbase.com/organization/biren-technology,"Artificial Intelligence (AI), Hardware, Information Technology, Internet, Semiconductor, Software","Minhang, Shanghai, China, Asia",Series B - Biren Technology,https://www.crunchbase.com/funding_round/biren-technology-series-b--14cca99e,21,"BAI capital, C Ventures, China Growth Capital | CGC, China Merchants Venture Capital, CITIC Securities, Country Garden, ECO Capital, Greater Bay Area Homeland Development Fund, Guosheng Group, Harvest Capital Management, Huachuang Zhiye Capital, IDG Capital, MSA Capital, New World Group, Ping An, Russia-China Investment Fund, Shanghai Ruiyu Venture Capital Center, Source Code Capital, V Fund Management, Yijing Capital, Zhuhai Hengqin Group",Early Stage Venture,"C Ventures, Country Garden, New World Group, Ping An",Series B,6,,,,,,,575910948,USD,575910948,Yes,,https://www.birentech.com/,,,3,"29,058"
2021-01-28,Didi Woya develops technologies for self-driving vehicles for rideshares.,Didi Woya,https://www.crunchbase.com/organization/didi-woya,"Automotive, Autonomous Vehicles","Beijing, Beijing, China, Asia",Series A - Didi Woya,https://www.crunchbase.com/funding_round/didi-woya-series-a--0aebf68a,9,"CCB International, China Investment Corporation, CPE, GAC Capital, Guangzhou Automobile Group, Guotai Junan International, IDG Capital, Paulson & Co., Russian Direct Investment Fund",Early Stage Venture,"Guangzhou Automobile Group, IDG Capital",Series A,5,300000000,USD,300000000,5700000000,USD,5700000000,1247000000,USD,1247000000,Yes,,https://www.didiglobal.com/science/intelligent-driving,$10B+,Late Stage Venture,,"34,816"
2021-02-01,"A data & AI infrastructure company, provides AI native multimodal data intelligence platform to data enginees, AI engineers and enterprises.",Matrix Origin,https://www.crunchbase.com/organization/matrix-origin,"Artificial Intelligence (AI), Data Management, Database, Generative AI, Information Technology, Software","Shanghai, Shanghai, China, Asia",Pre Seed Round - Matrix Origin,https://www.crunchbase.com/funding_round/matrix-origin-pre-seed--1e22bbcc,4,"5Y Capital, FountainBridge Capital, K2VC, Welight Capital",Seed,5Y Capital,Pre-Seed,3,10000000,USD,10000000,,,,30000000,USD,30000000,Yes,,https://www.matrixorigin.io,,Seed,,"36,712"
2021-06-13,Robosen is an Intelligent Deformation Robot Developer,Robosen,https://www.crunchbase.com/organization/robosen,Robotics,"Shenzhen, Guangdong, China, Asia",Series B - Robosen,https://www.crunchbase.com/funding_round/robosen-series-b--5690a7df,9,"Bohai Zhongsheng, Cedarlake Capital, Dayone Capital, Enlight Growth Partners, GeniLink Capital, Glacier Capital, HSG, Lightspeed China Partners, Yinshengtai Capital",Early Stage Venture,"Cedarlake Capital, HSG, Lightspeed China Partners, Yinshengtai Capital",Series B,2,100000000,USD,100000000,,,,114462780,USD,114462780,Yes,,https://www.robosen.com/,$10M to $50M,Early Stage Venture,,"37,986"
2021-04-19,Xingyun Group comprehensive services platform for global commodities.,XINGYUN GROUP,https://www.crunchbase.com/organization/xingyun-group,"B2B, Cosmetics, E-Commerce, Logistics, SaaS, Supply Chain Management","Shenzhen, Guangdong, China, Asia",Series C - XINGYUN GROUP,https://www.crunchbase.com/funding_round/xingyun-group-series-c--1ca9b735,14,"B Capital, Brill Capital, Crescent Group (Crescent Point), Harvest Global Investments, Honghui Capital, Jingwei Investments, Keywise Capital, Mirae Asset Capital, Oriza Fund of Funds, Skywalker Capital, Taikang Insurance Group, UOB Venture, Wuyuan Capital, YF Capital",Late Stage Venture,"Crescent Group (Crescent Point), Harvest Global Investments, YF Capital",Series C,7,600000000,USD,600000000,1400000000,USD,1400000000,949506218,USD,949506218,Yes,,http://www.xingyungroup.com,$1M to $10M,Late Stage Venture,,"40,519"
2021-07-01,HighlightLL Pharma is a pharmaceutical company.,HighlightLL Pharma,https://www.crunchbase.com/organization/highlightll-pharma,"Medical, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Series B - HighlightLL Pharma,https://www.crunchbase.com/funding_round/highlightll-pharma-series-b--c2c7f67f,5,"AstraZeneca CICC Medical Industry Fund, Hankang Capital, Kaitai Capital, Yifeng Capital, Zeyue Capital",Early Stage Venture,"AstraZeneca CICC Medical Industry Fund, Hankang Capital, Yifeng Capital, Zeyue Capital",Series B,2,200000000,CNY,30916202,,,,350000000,CNY,51406326,Yes,,http://highlightllpharma.com/,,Late Stage Venture,2,"44,030"
2021-03-17,Yinxiang Biji is a Beijing-based enterprise services company.,Yinxiang Biji,https://www.crunchbase.com/organization/yinxiang-biji,"Enterprise, Service Industry","Beijing, Beijing, China, Asia",Series B - Yinxiang Biji,https://www.crunchbase.com/funding_round/yinxiang-biji-series-b--ed35f340,3,"Dunhong Capital Management, Shanghai Cultural Industry Development Investment Fund, Zhencheng Capital",Early Stage Venture,"Shanghai Cultural Industry Development Investment Fund, Zhencheng Capital",Series B,2,,,,,,,,,,Yes,,https://www.yinxiang.com/,,Early Stage Venture,2,"46,249"
2021-05-07,"Bestpay provides payment solutions, member rights, livelihood, installment loans, insurance and financial management services.",Bestpay,https://www.crunchbase.com/organization/bestpay-d667,"Information Technology, Internet, Telecommunications","Beijing, Beijing, China, Asia",Series B - Bestpay,https://www.crunchbase.com/funding_round/bestpay-d667-series-b--025bfa6e,7,"CITIC Construction Investment, Jinpu Investment, Jinyuan Group, Kaifeng Huabang Instrument Co., MEGVII, Ningbo Construction, Tus-Yulin",Early Stage Venture,"CITIC Construction Investment, Jinpu Investment",Series B,1,,,,,,,,,,Yes,,https://www.bestpay.com.cn/companyindex,$10M to $50M,Early Stage Venture,,"46,525"
2021-04-12,StoneWise is committed to establishing the world's leading intelligent drug discovery platform.,StoneWise,https://www.crunchbase.com/organization/stonewise,"Artificial Intelligence (AI), Biotechnology, Internet, Pharmaceutical","Haidian, Beijing, China, Asia",Series B - StoneWise,https://www.crunchbase.com/funding_round/stonewise-series-b--d76246e2,9,"Eastern Bell Capital, GL Ventures LLC, Greater Bay Area Homeland Development Fund, Hillhouse Ventures, Legend Capital, Lightspeed China Partners, Linear Capital Partners, Long Hill Capital, SIG China (SIG Asia Investments)",Early Stage Venture,"Greater Bay Area Homeland Development Fund, Legend Capital, Lightspeed China Partners",Series B,4,100000000,USD,100000000,,,,110000000,USD,110000000,Yes,,http://www.stonewise.cn,$1M to $10M,Early Stage Venture,,"49,136"
