Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2015-07-01,IDRIVERPLUS specializes in technological innovation and product development in the field of intelligent vehicles.,Idriverplus,https://www.crunchbase.com/organization/idriverplus,"Automotive, Car Sharing, Manufacturing","Beijing, Beijing, China, Asia",Angel Round - Idriverplus,https://www.crunchbase.com/funding_round/idriverplus-angel--c1793585,4,"Huirong Deyun Investment, Huizhi International Tourism, Innoangel Fund, Powercloud Venture Capital",Seed,,Angel,4,5000000,CNY,808804,,,,105000000,CNY,15492014,Yes,,http://www.idriverplus.com/,Less than $1M,Late Stage Venture,,"116,356"
2015-07-30,Onemile is a manufacturer of folding electric vehicles.,Onemile,https://www.crunchbase.com/organization/onemile,"Electric Vehicle, Manufacturing, Recreational Vehicles","Beijing, Beijing, China, Asia",Angel Round - Onemile,https://www.crunchbase.com/funding_round/onemile-angel--7299a082,1,RIC Capital Management,Seed,,Angel,4,5000000,CNY,807985,,,,60000000,CNY,8701692,Yes,,http://www.onemile.com.cn,,Early Stage Venture,,"128,014"
2015-07-15,ChinaRoad is a mobile application for parking service.,ChinaRoad,https://www.crunchbase.com/organization/chinaroad,"Mobile Apps, Parking, Software","Nanshanqu, Guangdong, China, Asia",Series A - ChinaRoad,https://www.crunchbase.com/funding_round/chinaroad-series-a--e51a104a,1,Synergetic Innovation Fund Management,Early Stage Venture,Synergetic Innovation Fund Management,Series A,2,10000000,CNY,1615563,,,,31415563,USD,31415563,Yes,,https://www.660pp.com/,,,,"131,707"
2015-07-31,China-based technical company focusing on software-defined-infrastructure products and services.,XSKY Data Technology,https://www.crunchbase.com/organization/xsky-data-technology,"Cloud Computing, Information Technology, Software","Haidian, Beijing, China, Asia",Angel Round - XSKY Data Technology,https://www.crunchbase.com/funding_round/xsky-data-technology-angel--830a02e1,1,Northern Light Venture Capital,Seed,,Angel,8,20000000,CNY,3220833,,,,284202177,USD,284202177,Yes,,http://www.xsky.com/en/,$10M to $50M,Late Stage Venture,,"146,706"
2015-06-01,Yitiao is an online video content producer and e-commerce start-up.,Yitiao,https://www.crunchbase.com/organization/yitiao,"Content, E-Commerce, Media and Entertainment, Video","Shanghai, Shanghai, China, Asia",Series A - Yitiao,https://www.crunchbase.com/funding_round/yitiao-series-a--9a360244,3,"Chinese Culture Group, Function Capital, Harvest Capital",Early Stage Venture,,Series A,8,,,,,,,105161524,USD,105161524,Yes,,http://www.yitiao.tv/,$10M to $50M,Late Stage Venture,,"147,158"
2015-06-03,JMGO specializes in R&D and production of smart projectors and laser TV.,JMGO,https://www.crunchbase.com/organization/jmgo,"Digital Entertainment, Electronics, Hardware, Manufacturing, Project Management","Shenzhen, Guangdong, China, Asia",Series B - JMGO,https://www.crunchbase.com/funding_round/jmgo-series-b--cb36943c,2,"Green Pine Capital Partners, SkyChee Ventures",Early Stage Venture,,Series B,6,200000000,CNY,32353162,,,,378609216,USD,378609216,Yes,,http://www.jmgo.com/,$50M to $100M,Late Stage Venture,,"159,987"
2015-07-10,"Luxe.co is a commercial, financial media, and information service platform.",Luxe.co,https://www.crunchbase.com/organization/luxe-co,"Digital Media, Fashion, Lifestyle","Jintan, Jiangsu, China, Asia",Angel Round - Luxe.co,https://www.crunchbase.com/funding_round/luxe-co-angel--e3a15ad8,3,"Gang Sun, Shunchang Qiao, ZhenFund",Seed,,Angel,2,10000000,CNY,1615437,,,,20000000,CNY,3029044,Yes,,https://luxe.co/,,Early Stage Venture,,"160,809"
2015-07-14,SkyCloud Software is an innovative technology company dedicated to cloud platform software research and development services.,SkyCloud Software,https://www.crunchbase.com/organization/skycloud-software,"Cloud Computing, Cloud Storage, Software","Haidian, Beijing, China, Asia",Venture Round - SkyCloud Software,https://www.crunchbase.com/funding_round/skycloud-software-series-unknown--525e74de,2,"CBC Capital, Nanjing Yaxin Ruanjian Gulianhe",,,Venture - Series Unknown,3,50000000,CNY,8079570,,,,70000000,CNY,11028494,Yes,,http://skyform.com.cn/,,,,"164,377"
2015-06-01,Zhichi Technologies is a leading intelligent customer experience platform (both SaaS and on-premise deployment) provider to every business.,Zhichi Technologies,https://www.crunchbase.com/organization/sobot,"Artificial Intelligence (AI), Customer Service, Information Technology, Robotics","Beijing, Beijing, China, Asia",Venture Round - Zhichi Technologies,https://www.crunchbase.com/funding_round/sobot-series-unknown--422a8d28,1,Microsoft Accelerator,,,Venture - Series Unknown,6,,,,,,,132460908,USD,132460908,Yes,,https://www.zhichi.com/,,Late Stage Venture,,"169,086"
2015-07-16,AccutarBio employs artificial intelligence to revolutionize drug discovery.,AccutarBio,https://www.crunchbase.com/organization/accutarbio,"Artificial Intelligence (AI), Biopharma, Biotechnology, Machine Learning","Shanghai, Shanghai, China, Asia",Seed Round - AccutarBio,https://www.crunchbase.com/funding_round/accutarbio-seed--48595df9,1,ZhenFund,Seed,,Seed,5,1000000,CNY,161554,,,,76613745,USD,76613745,Yes,,https://www.accutarbio.com,$1M to $10M,,,"169,255"
2015-06-19,Shengsheng Huitou Che is a road transportation service platform.,Shengsheng Huitou Che,https://www.crunchbase.com/organization/shengsheng-huitou-che,"Freight Service, Logistics, Transportation","Guangzhou, Guangdong, China, Asia",Angel Round - Shengsheng Huitou Che,https://www.crunchbase.com/funding_round/shengsheng-huitou-che-angel--4b0a35ae,3,"Baochuang Touzi, China Science & Merchants Capital Management, Guangzhou Yaohui Touzi Hehuo Qiye",Seed,"Baochuang Touzi, China Science & Merchants Capital Management",Angel,1,3000000,CNY,486797,,,,3000000,CNY,486797,Yes,,https://www.huitouche.com/,,Seed,,"218,773"
2015-06-26,Hengda Gufen is a shoe and apparel manufacturing and seller company.,Hengda Gufen,https://www.crunchbase.com/organization/hengda-gufen,"Apparel, Manufacturing, Sales, Shoes","Qingdao Shi, Shandong, China, Asia",Post-IPO Equity - Hengda Gufen,https://www.crunchbase.com/funding_round/hengda-gufen-post-ipo-equity--a8182710,14,"Dingsheng, Hainan Yangpu Zhongshi Guanggao Youxian Gongsi, Haowo Konggu Jituan, Huamao Capital, Huiyi Chuangye Touzi, JD Capital, Jinan Shijia Real Estate, Jingrun Touzi, Qingdao Chicheng, Shandong Best Power Investment, Shenzhen Qianhai Heijun Yihao, Tongde Capital, Yanlingxian Qianqian Shangmao, Yantai Lianbaiying Shangmao",,,Post-IPO Equity,4,76000000,CNY,12280911,,,,250830000,CNY,37992916,Yes,,http://www.hengda-group.com,,IPO,,"229,312"
2015-07-16,Xingren Doctor is a company of group of doctors that manages patients and enables the public to understand health care.,Xingren Doctor,https://www.crunchbase.com/organization/xingren-doctor,"Apps, Health Care, Hospitality, mHealth, Mobile","Shanghai, Shanghai, China, Asia",Series B - Xingren Doctor,https://www.crunchbase.com/funding_round/xingren-doctor-series-b--aa1d9d39,3,"FountainVest Partners, HSG, Lightspeed China Partners",Early Stage Venture,FountainVest Partners,Series B,2,32000000,USD,32000000,,,,36946089,USD,36946089,Yes,,http://xingren.com,$1M to $10M,M&A,1,"234,451"
2015-07-13,Yimeng is a provider of investment and financial education and services.,Emoney.cn,https://www.crunchbase.com/organization/emoney-cn,"Finance, Financial Services, Software","Shanghai, Shanghai, China, Asia",Post-IPO Equity - Emoney.cn,https://www.crunchbase.com/funding_round/emoney-cn-post-ipo-equity--0a2b457a,13,"CITIC Securities, Dongxing Securities, Everbright Capital, Haitong Securities, Huaan Securities, Industrial Securities, Orient Securities, Purest Assets, Rongxi Venture, Rosefinch Investment, Shanghai Lizheng Touzi Guanli, Shanghai Stock Exchange, Tencent",,,Post-IPO Equity,3,1250000000,CNY,201995783,,,,1792820000,CNY,285545054,Yes,,http://www.emoney.cn,,IPO,,"234,559"
2015-06-01,Shandian Gou engages in the operation of the retail chain industry.,Shandian Gou,https://www.crunchbase.com/organization/shandian-gou,"Food and Beverage, Internet, Retail","Hangzhou, Zhejiang, China, Asia",Series B - Shandian Gou,https://www.crunchbase.com/funding_round/shandian-gou-series-b--4ffe5c4b,4,"H Capital Advance, Matrix Partners China, Shunwei Capital, Vision Plus Capital",Early Stage Venture,"H Capital Advance, Shunwei Capital",Series B,3,892800,USD,892800,,,,43840138,USD,43840138,Yes,,http://www.51xianqu.com,,Late Stage Venture,,"238,471"
2015-06-01,Tongcheng Travel is a diversified tourism enterprise group with regional operation center as well as overseas countries.,Tongcheng Travel,https://www.crunchbase.com/organization/tongcheng-travel-75c0,Travel,"Suzhou, Jiangsu, China, Asia",Venture Round - Tongcheng Travel,https://www.crunchbase.com/funding_round/tongcheng-travel-75c0-series-unknown--0ad82b07,3,"CITIC Capital Holdings, Tencent, WANDA Group",,WANDA Group,Venture - Series Unknown,3,6000000000,CNY,970525779,,,,8000000000,CNY,1300265064,Yes,,https://www.tongchengir.com/,,,,"243,313"
2015-06-18,Coconut Island is an independent game studio.,Coconut Island,https://www.crunchbase.com/organization/coconut-island,"Digital Entertainment, Information Technology, PC Games","Shanghai, Shanghai, China, Asia",Series A - Coconut Island,https://www.crunchbase.com/funding_round/coconut-island-series-a--0696d183,1,Feiyin Games,Early Stage Venture,,Series A,3,10000000,CNY,1615927,,,,33000000,CNY,4974769,Yes,,http://coconut.is/,,,,"243,448"
2015-06-15,"Zhubajie is a website that connects freelancers in design, IT, marketing, and other “creative” disciplines to paid projects.",Zhubajie,https://www.crunchbase.com/organization/zhubajie-com,"E-Commerce, Freelance, Information Technology, Internet, Professional Services","Chongqing, Heilongjiang, China, Asia",Series C - Zhubajie,https://www.crunchbase.com/funding_round/zhubajie-com-series-c--ca885b6c,2,"Chongqing New North Zone Government Investment Fund, Cybernaut Venture Capital",Late Stage Venture,"Chongqing New North Zone Government Investment Fund, Cybernaut Venture Capital",Series C,4,2600000000,CNY,420001641,7400000000,CNY,1195389287,445469264,USD,445469264,Yes,,https://www.zbj.com,,Late Stage Venture,,"247,788"
2015-07-03,MMB is a Chinese business-to-consumer phone shopping centre.,Maimaibao,https://www.crunchbase.com/organization/mmb,"E-Commerce, Internet, Shopping","Beijing, Beijing, China, Asia",Series D - Maimaibao,https://www.crunchbase.com/funding_round/mmb-series-d--021e1122,2,"JD.com, Tencent",Late Stage Venture,"JD.com, Tencent",Series D,4,,,,,,,74945600,USD,74945600,Yes,,http://www.mmb.cn,,Late Stage Venture,,"247,572"
