Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2017-02-06,FlashEX provides intracity logistics services.,FlashEX,https://www.crunchbase.com/organization/flashex,"Delivery, Delivery Service, Logistics, Same Day Delivery","Beijing, Beijing, China, Asia",Series C - FlashEX,https://www.crunchbase.com/funding_round/flashex-series-c--dffcebb1,7,"Beijing Hualian Group, Hearst Ventures, Hike Capital, Prometheus Capital, Shunwei Capital, SIG China (SIG Asia Investments), Yi Capital",Late Stage Venture,"Beijing Hualian Group, Shunwei Capital, SIG China (SIG Asia Investments), Yi Capital",Series C,5,50000000,USD,50000000,,,,289000000,USD,289000000,Yes,,http://www.ishansong.com/,$500M to $1B,IPO,,"16,169"
2017-01-01,Yishou App has established a selection platform to integrate the latest styles of high-quality stalls.,Yishou,https://www.crunchbase.com/organization/one-hand,"Supply Chain Management, Wholesale","Guangzhou, Guangdong, China, Asia",Series A - Yishou,https://www.crunchbase.com/funding_round/one-hand-series-a--8b475d31,2,"Matrix Partners China, Shunwei Capital",Early Stage Venture,"Matrix Partners China, Shunwei Capital",Series A,5,28000000,CNY,4031852,,,,53425823,USD,53425823,Yes,,http://www.yishouapp.com,,Late Stage Venture,,"67,804"
2017-01-09,ChipIntelli is a technology company that focuses on artificial intelligence voice chips and provides supporting application solutions.,ChipIntelli,https://www.crunchbase.com/organization/chipintelli,"Artificial Intelligence (AI), Natural Language Processing, Software","Chengdu, Sichuan, China, Asia",Angel Round - ChipIntelli,https://www.crunchbase.com/funding_round/chipintelli-angel--b99a55be,4,"Boyan fund, Healson Technology, Qingyong Capital Management, ROOBO",Seed,ROOBO,Angel,7,3000000,CNY,432420,,,,163000000,CNY,24177881,Yes,,http://www.chipintelli.com/,,Early Stage Venture,,"75,584"
2017-01-01,"Databaker is an AI data service company that provides speech synthesis, speech recognition, and image recognition data services.",Databaker,https://www.crunchbase.com/organization/databaker,"Artificial Intelligence (AI), Big Data, Database, Robotics","Beijing, Beijing, China, Asia",Seed Round - Databaker,https://www.crunchbase.com/funding_round/databaker-seed--4be9c164,1,Kaitai Capital,Seed,Kaitai Capital,Seed,3,10000000,CNY,1439947,,,,23314505,USD,23314505,Yes,,http://www.data-baker.com,,Early Stage Venture,,"97,634"
2017-01-16,Uxin offers car e-commerce platform that enables to consumers and dealers to buy and sell new and used cars.,Uxin,https://www.crunchbase.com/organization/uxin,"Auctions, Automotive, E-Commerce, Online Auctions, Sales","Beijing, Beijing, China, Asia",Series D - Uxin,https://www.crunchbase.com/funding_round/uxin-series-d--6df763b6,8,"Hillhouse Investment, Huasheng Capital, InnoVision Capital, Jeneration Capital, Kohlberg Kravis Roberts, Tiger Global Management, TPG, Warburg Pincus",Late Stage Venture,"InnoVision Capital, Jeneration Capital, TPG",Series D,7,500000000,USD,500000000,1500000000,USD,1500000000,1290000000,USD,1290000000,Yes,,http://www.xin.com/,$500M to $1B,IPO,1,"98,376"
2017-01-10,Kuaikan Manhua is an online marketplace that allows users to buy e-comic books.,Kuaikan Manhua,https://www.crunchbase.com/organization/kuaikan-manhua,"Art, Books, Comics, Digital Media, E-Commerce, Marketplace, Media and Entertainment","Beijing, Beijing, China, Asia",Series C - Kuaikan Manhua,https://www.crunchbase.com/funding_round/kuaikan-manhua-series-c--b1425eef,5,"Engage Capital, GX Capital, Sequoia Capital, Tiantu Capital, Toutiao",Late Stage Venture,Tiantu Capital,Series C,6,250000000,CNY,36115686,750000000,CNY,108347057,594297497,USD,594297497,Yes,,https://www.kuaikanmanhua.com/,$10M to $50M,Late Stage Venture,,"113,064"
2017-02-24,CloudMinds develops an end-to-end ecosystem to support cloud connected smart machines.,CloudMinds,https://www.crunchbase.com/organization/cloudminds,"Artificial Intelligence (AI), Cloud Computing, Computer, Machine Learning, Robotics, Software","Beijing, Beijing, China, Asia",Series A - CloudMinds,https://www.crunchbase.com/funding_round/cloudminds-series-a--1625a514,4,"Foxconn Technology Group, Keytone Ventures, SoftBank Vision Fund, Walden International",Early Stage Venture,,Series A,6,100000000,USD,100000000,,,,606529092,USD,606529092,Yes,,https://www.cloudminds.com/en,$100M to $500M,Late Stage Venture,,"114,526"
2017-02-01,Ronshin engages in planning and distribution of children's books and export of children's cultural products.,Ronshin,https://www.crunchbase.com/organization/ronshin,"Books, Content Creators, Publishing","Yanta, Shaanxi, China, Asia",Private Equity Round - Ronshin,https://www.crunchbase.com/funding_round/ronshin-private-equity--89eebae4,5,"Chongqing Cultural Investment Group, Guangken Taizheng Guquan, Ivy Growth Associates, Shaanxi Culture Industry Investment Group, Whales Capital",Private Equity,,Private Equity,8,50000000,CNY,7265772,,,,130010000,CNY,19566496,Yes,,https://www.lelequ.com/,,Private Equity,,"116,919"
2017-02-01,Youzhiyuan is a college entrance examination service provider company.,Youzhiyuan,https://www.crunchbase.com/organization/youzhiyuan-0b98,"EdTech, Education, Information Technology","Baoshan, Shanghai, China, Asia",Series A - Youzhiyuan,https://www.crunchbase.com/funding_round/youzhiyuan-0b98-series-a--a99150c4,1,Dunhong Capital Management,Early Stage Venture,Dunhong Capital Management,Series A,4,10000000,CNY,1453154,,,,46000000,CNY,6992089,Yes,,https://www.youzy.cn,,Early Stage Venture,,"119,057"
2017-03-01,Delta Entropy is an insurance technology company based on big data and predictive algorithms.,Delta Entropy,https://www.crunchbase.com/organization/delta-entropy,"Analytics, Big Data, Insurance","Shanghai, Shanghai, China, Asia",Angel Round - Delta Entropy,https://www.crunchbase.com/funding_round/delta-entropy-angel--69bf9158,2,"China Growth Capital | CGC, Empower Investment",Seed,Empower Investment,Angel,2,8000000,CNY,1162326,,,,8000000,CNY,1162326,Yes,,https://www.deltaentropy.com/,,Early Stage Venture,,"126,687"
