Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2021-08-02,REJOIN Medical specializes in sports medicine & minimally invasive orthopedic solutions for global healthcare professionals.,REJOIN Medical,https://www.crunchbase.com/organization/rejoin-medical,"Fitness, Health Care, Medical, Sporting Goods","Hangzhou, Zhejiang, China, Asia",Series B - REJOIN Medical,https://www.crunchbase.com/funding_round/rejoin-medical-series-b--fdb0e29e,4,"Addor Capital, Simiao Capital, Vertex Ventures China, Yida China Holdings",Early Stage Venture,Vertex Ventures China,Series B,1,100000000,CNY,15475085,,,,100000000,CNY,15475085,Yes,,https://rejoin-medical.com/,,Early Stage Venture,1,"4,683"
2021-08-19,Abogen Biosciences is a discovery stage biotechnology company focuses on developing nucleic acid-based RNA and DNA therapeutics.,Abogen Biosciences,https://www.crunchbase.com/organization/abogen-biosciences,"Biotechnology, Genetics, Life Science","Suzhou, Jiangsu, China, Asia",Series C - Abogen Biosciences,https://www.crunchbase.com/funding_round/abogen-biosciences-series-c--35b8d395,21,"5Y Capital, Abu Dhabi Investment Authority, Boyu Capital, Firstred Capital, Gaorong Capital, GL Ventures LLC, IMO Ventures, Invesco Private Capital, Jinyi Capital, Kaiser Permanente Ventures, Lilly Asia Ventures, Loyal Valley Capital, Mirae Asset Venture Investment, MSA Capital, Octagon Capital Advisors, Qiming Venture Partners, SoftBank Vision Fund, Temasek Holdings, YF Capital, Yingke Capital, Youshan Capital",Late Stage Venture,"5Y Capital, Boyu Capital, GL Ventures LLC, Invesco Private Capital, Lilly Asia Ventures, Loyal Valley Capital, SoftBank Vision Fund, Temasek Holdings, YF Capital",Series C,6,1000000000,USD,1000000000,,,,1414293615,USD,1414293615,Yes,,http://www.abogenbio.com/,,Late Stage Venture,3,"12,561"
2021-12-02,"Wenext provides expert services for a variety of sectors, including 3D printing, CNC machining, injection moulding, and vacuum casting.",Wenext,https://www.crunchbase.com/organization/wenext,"3D Printing, Manufacturing, Service Industry","Shenzhen, Guangdong, China, Asia",Series B - Wenext,https://www.crunchbase.com/funding_round/wenext-series-b--6fcf9729,7,"CAS Investment Management, Cathay Capital Private Equity, CREO Capital Partners, Eastern Bell Capital, NIO Capital, Starlight Capital, Temasek Holdings",Early Stage Venture,"Cathay Capital Private Equity, Starlight Capital, Temasek Holdings",Series B,1,55000000,USD,55000000,,,,55000000,USD,55000000,Yes,,https://www.wenext.com/,$1M to $10M,Early Stage Venture,,"13,825"
2021-08-17,Kilala has a product line of color pupils and its surrounding areas to meet the full range of needs of customers.,Kilala,https://www.crunchbase.com/organization/kilala,"Beauty, Cosmetics, Retail","Shenzhen, Guangdong, China, Asia",Series B - Kilala,https://www.crunchbase.com/funding_round/kilala-series-b--69deae85,7,"Cornerstone Capital Bank, Frees Fund, Grand Flight Investment, Jinding Capital, Korea Investment Partners, Qianhai Fund of Funds, Sinovation Ventures",Early Stage Venture,"Grand Flight Investment, Sinovation Ventures",Series B,1,400000000,CNY,61670341,,,,400000000,CNY,61670341,Yes,,http://www.kilala.cn/,,Early Stage Venture,3,"38,557"
2021-11-05,"Edge Medical Robotics is a surgical robot platform company focused on design, R&D, and commercialization of advance medical devices.",Edge Medical Robotics,https://www.crunchbase.com/organization/edge-medical-robotics,"Health Care, Medical Device, Robotics","Shenzhen, Guangdong, China, Asia",Series C - Edge Medical Robotics,https://www.crunchbase.com/funding_round/edge-medical-robotics-series-c--4083d08b,13,"3H Health Investment, Boyu Capital, Firstred Capital, Greater Bay Area Homeland Development Fund, HSG, Innolink Fund, LYFE Capital, Mirae Asset Venture Investment, Octagon Capital Advisors, OrbiMed, Panorama Capital, Temasek Holdings, Vertex Ventures China",Late Stage Venture,"Boyu Capital, HSG, Temasek Holdings",Series C,5,200000000,USD,200000000,,,,307994188,USD,307994188,Yes,,http://www.edgemedicalrobotics.com,$1M to $10M,Late Stage Venture,1,"39,523"
2021-12-14,ForwardX Robotics specializes in R&D of computer vision robots that apply to consumer and business products.,ForwardX Robotics,https://www.crunchbase.com/organization/forwardx,"Industrial Automation, Information Services, Information Technology, Logistics, Manufacturing, Robotics, Software","Beijing, Beijing, China, Asia",Series C - ForwardX Robotics,https://www.crunchbase.com/funding_round/forwardx-series-c--056319b0,3,"Qualcomm Ventures, Starlight Capital, Taikang Insurance Group",Late Stage Venture,Taikang Insurance Group,Series C,7,31000000,USD,31000000,,,,137836006,USD,137836006,Yes,,https://www.forwardx.com/,$1M to $10M,Late Stage Venture,,"40,060"
2021-11-01,Xinjunte is R & D and production enterprise of orthopedic surgical robots.,Xinjunte,https://www.crunchbase.com/organization/shenzhen-xinjunte-intelligent-medical-devices-co,"Assistive Technology, Medical Device, Product Research","Shenzhen, Guangdong, China, Asia",Series B - Xinjunte,https://www.crunchbase.com/funding_round/shenzhen-xinjunte-intelligent-medical-devices-co-series-b--fe70204a,5,"5Y Capital, ABC International, Huatai Zijin Investment, Sinovation Ventures, SoftBank Vision Fund",Early Stage Venture,"Huatai Zijin Investment, Sinovation Ventures, SoftBank Vision Fund",Series B,2,,,,,,,,,,Yes,,http://www.futurtec.com/#,,Early Stage Venture,5,"42,396"
2021-12-07,"CorEnergy Semiconductor is a semiconductor company engaged in the production of gallium nitride epitaxy, wafers, devices and modules.",CorEnergy Semiconductor,https://www.crunchbase.com/organization/corenergy-semiconductor,"Electronics, Manufacturing, Semiconductor","Zhangjiagang, Jiangsu, China, Asia",Series C - CorEnergy Semiconductor,https://www.crunchbase.com/funding_round/corenergy-semiconductor-series-c--fdbc21f2,6,"China Capital Management, CITIC Securities, GF Xinde Investment Management, GoldStone Investment, Guangzhou Yuexiu Industrial Investment Fund, Shanjin Capital",Late Stage Venture,"CITIC Securities, GF Xinde Investment Management, GoldStone Investment, Guangzhou Yuexiu Industrial Investment Fund",Series C,1,,,,,,,,,,Yes,,http://www.corenergy.com/,,Late Stage Venture,,"43,654"
2021-10-14,Eubulus is an early-stage company focusing on building a platform technology for therapeutic enhancement.,Eubulus,https://www.crunchbase.com/organization/eubulus,"Biotechnology, Medical, Therapeutics","Jiaxing, Zhejiang, China, Asia",Series A - Eubulus,https://www.crunchbase.com/funding_round/eubulus-series-a--d056d8e7,6,"Daidai Capital, Innovation and Technology Venture Fund, Long Capital, Star Capital, Viva Biotech, Xiamen Changrong Investment Management",Early Stage Venture,"Daidai Capital, Long Capital",Series A,1,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,,,Early Stage Venture,2,"43,759"
2021-10-27,HeyBro offer and provides effective health products for men.,HeyBro,https://www.crunchbase.com/organization/heybro,"Consumer Goods, Cosmetics, Men's","Beijing, Beijing, China, Asia",Series A - HeyBro,https://www.crunchbase.com/funding_round/heybro-series-a--0f1287f2,5,"Crystal Stream Capital, IDG Capital, Sequoia Capital, Tiantu Capital, Vision Plus Capital",Early Stage Venture,"IDG Capital, Sequoia Capital",Series A,1,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,,$1M to $10M,Early Stage Venture,,"44,083"
2021-08-02,Pulse is a health care service provider that assess coronary physiology and biomechanics through innovative techniques.,Pulse,https://www.crunchbase.com/organization/pulse-f6d7,"Consulting, Health Care, Hospitality, Service Industry","Xuhui, Shanghai, China, Asia",Series C - Pulse,https://www.crunchbase.com/funding_round/pulse-f6d7-series-c--a527f924,6,"Boxin Capital, Boyu Capital, Goldman Sachs Asset Management, Hillhouse Investment, Linghao Touzi, Philips (China)",Late Stage Venture,"Hillhouse Investment, Philips (China)",Series C,1,100000000,USD,100000000,,,,100000000,USD,100000000,Yes,,https://en.pulse-imaging.com/,,Late Stage Venture,3,"44,705"
2021-09-21,Polly Polymer is a manufacturer of 3D printing terminals.,Polly Polymer,https://www.crunchbase.com/organization/polly-polymer,"3D Printing, Hardware, Nanotechnology","Suzhou, Jiangsu, China, Asia",Series A - Polly Polymer,https://www.crunchbase.com/funding_round/polly-polymer-series-a--17171713,7,"Clivia Capital, East Ventures, Edge Ventures, Infore Capital, Jinshajiang United Runpu Medical Fund, Oasis Capital, Vitalbridge Capital",Early Stage Venture,"Oasis Capital, Vitalbridge Capital",Series A,2,200000000,CNY,30926241,,,,203000000,CNY,31397361,Yes,,http://www.pollypolymer.com/,,Early Stage Venture,,"47,916"
2021-09-28,NOD is a healthy beverage solutions company based in Shanghai.,NOD,https://www.crunchbase.com/organization/nod-inc,"Consumer Goods, Food and Beverage, Food Processing, Service Industry","Shanghai, Shanghai, China, Asia",Seed Round - NOD,https://www.crunchbase.com/funding_round/nod-inc-seed--250bad52,5,"Boon Hwee Koh, Hsien Yang Lee, Linyi Hongying Technology Services, One Capital, Proterra Investment Partners",Seed,"Linyi Hongying Technology Services, One Capital, Proterra Investment Partners",Seed,3,1600000,USD,1600000,,,,2600000,USD,2600000,Yes,,https://drinknod.com,$1M to $10M,Early Stage Venture,1,"48,102"
2021-08-03,Yuanxin Huibao is a health insurance technology service provider.,Yuanxin Huibao,https://www.crunchbase.com/organization/yuanxin-huibao,Financial Services,"Beijing, Beijing, China, Asia",Series F - Yuanxin Huibao,https://www.crunchbase.com/funding_round/yuanxin-huibao-series-f--7131d9c8,14,"ABI Yuanshi capital, ACE Capital, B Capital, Bank of China Investment Management, CITIC Securities, E-Fund, Future Ventures, Hel Ved Capital, HSG, Index Capital, Kun Ling Capital, OrbiMed, Spring Hill Capital, UOB Venture",Late Stage Venture,,Series F,3,1500000000,CNY,231832092,,,,1580000000,CNY,243363511,Yes,,http://www.yuanxinbaoxian.com,,Late Stage Venture,,"48,487"
2021-12-03,Sizone Technology is a chemical mechanical planarization (CMP) equipment company providing services to the semiconductor industry.,Sizone Technology,https://www.crunchbase.com/organization/sizone-technology,"Information Technology, Machinery Manufacturing, Semiconductor","Hangzhou, Zhejiang, China, Asia",Venture Round - Sizone Technology,https://www.crunchbase.com/funding_round/sizone-technology-series-unknown--3019a2dd,9,"Baoding Investment, Chuangxin Yizhou, Everest Venture Capital, Innolink Fund, Ningbo Industrial Investment Group, Suzhou International Development Venture Capital, Winreal Investment, Xingcheng Capital, Yida China Holdings",,Yida China Holdings,Venture - Series Unknown,1,200000000,CNY,31365661,,,,200000000,CNY,31365661,Yes,,https://www.sizonetech.com/index.php,,,2,"48,874"
2021-11-05,Wuxi Biortus Biosciences is an innovation-driven contract research organization committed to high-quality R&D services in drug discovery.,Wuxi Biortus Biosciences,https://www.crunchbase.com/organization/wuxi-biortus-biosciences,"Biotechnology, Health Care, Medical, Pharmaceutical","Jiangyin, Jiangsu, China, Asia",Series B - Wuxi Biortus Biosciences,https://www.crunchbase.com/funding_round/wuxi-biortus-biosciences-series-b--f707e5a0,4,"Bayland Capital, Kangjun Capital, Legend Capital, Sherpa Healthcare Partners",Early Stage Venture,"Bayland Capital, Kangjun Capital, Legend Capital",Series B,2,200000000,CNY,31255372,,,,46255372,USD,46255372,Yes,,https://en.wuxibiortus.com/,$1M to $10M,Early Stage Venture,3,"49,657"
2021-11-10,Changmugu Medicalis an artificial intelligence (AI)-powered healthcare start-up providing AI-powered surgical robot solutions.,Changmugu Medical,https://www.crunchbase.com/organization/longwood-valley,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Robotics","Beijing, Beijing, China, Asia",Series B - Changmugu Medical,https://www.crunchbase.com/funding_round/longwood-valley-series-b--c823a11c,7,"BioVenture, CDH Investments, CICC Healthcare Investment Fund, CICC Qide, IDG Capital, Yuansheng Capital, ZGC Group",Early Stage Venture,"CDH Investments, CICC Qide, IDG Capital",Series B,5,540000000,CNY,84518946,,,,106044000,USD,106044000,Yes,,https://changmugu.com/,,Early Stage Venture,3,"50,563"
