Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2015-11-11,ET Healthcare develops an automated immunodiagnostics solution.,ET Healthcare,https://www.crunchbase.com/organization/et-healthcare,"Biotechnology, Health Care, Information Technology, Medical","Shanghai, Shanghai, China, Asia",Series B - ET Healthcare,https://www.crunchbase.com/funding_round/et-healthcare-series-b--de5970f6,4,"Legend Capital, Maison Capital, Matrix Partners China, Qiming Venture Partners",Early Stage Venture,"Maison Capital, Qiming Venture Partners",Series B,6,,,,,,,129500000,USD,129500000,Yes,,http://www.ethealthcare.com.cn/,$10M to $50M,Late Stage Venture,1,"73,473"
2015-12-19,"Qihoo 360 Technology offers internet and mobile security products, online advertising and internet value-added services in China.",Qihoo 360 Technology,https://www.crunchbase.com/organization/qihoo-360-technology,"Internet, Mobile, Security, Software","Beijing, Beijing, China, Asia",Post-IPO Equity - Qihoo 360 Technology,https://www.crunchbase.com/funding_round/qihoo-360-technology-post-ipo-equity--a17e4a2a,2,"Fortune Venture Capital, Mingsheng Capital",,"Fortune Venture Capital, Mingsheng Capital",Post-IPO Equity,7,9202000000,USD,9202000000,,,,11155177563,USD,11155177563,Yes,,https://www.360totalsecurity.com,$500M to $1B,IPO,,"116,418"
2015-11-16,Pateo uses artificial intelligence to provide automobile solutions.,Pateo,https://www.crunchbase.com/organization/pateo-group,"Artificial Intelligence (AI), Automotive, Machine Learning, Predictive Analytics, Software","Shanghai, Shanghai, China, Asia",Series A - Pateo,https://www.crunchbase.com/funding_round/pateo-group-series-a--6e7537d7,1,Red Horse Capital,Early Stage Venture,Red Horse Capital,Series A,7,120000000,CNY,18833722,,,,796101658,USD,796101658,Yes,,https://www.pateo.com.cn/en/,Less than $1M,,,"122,988"
2015-12-17,BoYue Technology is a digital reading technology company.,BoYue Technology,https://www.crunchbase.com/organization/boyue-technology,Hardware,"Shenzhen, Guangdong, China, Asia",Series A - BoYue Technology,https://www.crunchbase.com/funding_round/boyue-technology-series-a--21faca1a,1,Richen Capital,Early Stage Venture,Richen Capital,Series A,3,10600000,CNY,1635992,,,,63390000,CNY,9321245,Yes,,http://www.boyue.com/,,Late Stage Venture,,"131,373"
2015-10-08,Lanxin is a secure mobile work platform for government and enterprise.,Lanxin,https://www.crunchbase.com/organization/lanxin,"Information Technology, Internet","Beijing, Beijing, China, Asia",Series A - Lanxin,https://www.crunchbase.com/funding_round/lanxin-series-a--5eb77d36,3,"Beijing Qianyi Investment Center, JCP Capital, Unicom Venture Capital",Early Stage Venture,,Series A,4,10000000,CNY,1573834,,,,83000200,CNY,12151856,Yes,,https://www.lanxin.cn/,,Late Stage Venture,,"157,065"
2015-12-01,Lando Bio develops biomedical materials and medical devices for the regeneration of dermal tissue.,Lando Bio,https://www.crunchbase.com/organization/lando-bio,"Beauty, Cosmetic Surgery, Manufacturing, Medical","Shenzhen, Guangdong, China, Asia",Series B - Lando Bio,https://www.crunchbase.com/funding_round/lando-bio-series-b--5f6b77c9,2,"Albatross Venture, Suzhou Zhongjingxin Investment Management",Early Stage Venture,,Series B,7,,,,,,,,,,Yes,,http://www.landobiom.com,,,,"157,308"
2015-12-12,MiraMEMS is a micro electromechanical systems company that develops electromechanical devices.,MiraMEMS,https://www.crunchbase.com/organization/miramems,"Electronics, Hardware, Sensor","Suzhou, Jiangsu, China, Asia",Angel Round - MiraMEMS,https://www.crunchbase.com/funding_round/miramems-angel--cee3aed8,3,"Teda Venture Capital, TEMPO ELECTRONIC, Yihe Chuangtou",Seed,,Angel,2,3000000,CNY,464767,,,,3000000,CNY,464767,Yes,,http://www.miramems.com/,,Late Stage Venture,,"160,074"
2015-12-15,Feipotong is a ground transportation business of the aviation industry.,Feipotong,https://www.crunchbase.com/organization/feipotong,"Air Transportation, Parking, Service Industry","Shenzhen, Guangdong, China, Asia",Angel Round - Feipotong,https://www.crunchbase.com/funding_round/feipotong-angel--78a41ca7,3,"Jie Zhou, Wei Zhang, Xiaoguang Wu",Seed,,Angel,4,10000000,CNY,1546045,,,,180000000,CNY,26854627,Yes,,http://www.feibotong.com/,,,,"160,765"
2015-11-15,Bamboocloud is an information security enterprise which focused on identity management and access control (IAM) domain.,Bamboocloud,https://www.crunchbase.com/organization/bamboocloud,"Identity Management, Information Technology, Software","Shenzhen, Guangdong, China, Asia",Seed Round - Bamboocloud,https://www.crunchbase.com/funding_round/bamboocloud-seed--9705e727,1,Ren Capital,Seed,,Seed,7,,,,,,,59467502,USD,59467502,Yes,,https://www.bamboocloud.com/,Less than $1M,Late Stage Venture,,"161,934"
2015-12-01,Hangzhou Nurotron Biotechnology is a high-tech enterprise providing nerve electronic products.,Nurotron Biotechnology,https://www.crunchbase.com/organization/nurotron-biotechnology,"Biotechnology, Electronics, Enterprise, Health Care","Hangzhou, Zhejiang, China, Asia",Series C - Nurotron Biotechnology,https://www.crunchbase.com/funding_round/nurotron-biotechnology-series-c--dfea3a99,1,Qiming Venture Partners,Late Stage Venture,,Series C,5,,,,,,,48326400,USD,48326400,Yes,,http://nurotron.com,$1M to $10M,Late Stage Venture,1,"163,986"
