Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2018-12-01,Microtech Medical is a Chinese medical equipment start-up developing and manufacturing medical devices.,Microtech Medical,https://www.crunchbase.com/organization/microtech-medical,"Health Care, Manufacturing, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Series C - Microtech Medical,https://www.crunchbase.com/funding_round/microtech-medical-series-c--2e8654a7,4,"Guofang Ziben, Juren Capital, LYZZ Capital, Qiming Venture Partners",Late Stage Venture,Qiming Venture Partners,Series C,7,202300000,CNY,29070269,,,,1163320000,CNY,173566737,Yes,,http://www.microtechmd.com/en,$50M to $100M,IPO,1,"29,178"
2018-11-09,"Cross Platform Game Engine that is Powerful, Flexible and Free.",Cocos,https://www.crunchbase.com/organization/cocos,"Computer, Gaming, Mobile Devices, Software","Beijing, Beijing, China, Asia",Series A - Cocos,https://www.crunchbase.com/funding_round/cocos-series-a--e1ad288a,2,"Greenwoods Investment, SAIF Partners",Early Stage Venture,Greenwoods Investment,Series A,6,,,,120000000,USD,120000000,50000000,USD,50000000,Yes,,http://cocos.com/,$10M to $50M,Early Stage Venture,,"44,355"
2018-10-08,ICHunt.com is a B2B trading platform for global electronic components.,ICHunt.com,https://www.crunchbase.com/organization/ichunt-com,Trading Platform,"Shenzhen, Guangdong, China, Asia",Series B - ICHunt.com,https://www.crunchbase.com/funding_round/ichunt-com-series-b--b29fe2a6,5,"Beijing Wenhua Haihui, Haitong Innovation Capital Management, Haitong Kaiyuan Investment, Huaye Tiancheng Capital, Shenzhen Huanuo Innovation",Early Stage Venture,"Haitong Innovation Capital Management, Haitong Kaiyuan Investment",Series B,5,160000000,CNY,23085358,,,,129648078,USD,129648078,Yes,,https://www.ichunt.com/,$10M to $50M,Late Stage Venture,,"66,482"
2018-10-01,Galactic Energy Aerospace Technology is a private aerospace company that engages in the low-cost commercial space launch business.,Galactic Energy Aerospace Technology,https://www.crunchbase.com/organization/galactic-energy,"Aerospace, Energy","Beijing, Beijing, China, Asia",Seed Round - Galactic Energy Aerospace Technology,https://www.crunchbase.com/funding_round/galactic-energy-seed--232de60f,7,"Huaqiang Chuangtou, New Potential Energy Fund, Plum Ventures, Puhua Capital, Sichuan Entrepreneur Fund, Weed Ventures, Winsoul Capital",Seed,"Huaqiang Chuangtou, Puhua Capital",Seed,3,150000000,CNY,21837558,,,,2520000000,CNY,376653762,Yes,,https://www.galactic-energy.cn//index.php/En,$10M to $50M,Late Stage Venture,,"68,662"
2018-10-31,WeRide is an autonomous driving company that provides safer and more efficient mobility services and solutions.,WeRide,https://www.crunchbase.com/organization/werideai,"Artificial Intelligence (AI), Autonomous Vehicles, Computer, Software","Guangzhou Shi, Guangdong, China, Asia",Series A - WeRide,https://www.crunchbase.com/funding_round/werideai-series-a--ca64056b,9,"Atop Capital, Hanfor (Beijing) Capital Management, Idinvest Partners, Innoangel Fund, Johnson Electric, OceanIQ Capital, Qiming Venture Partners, Renault-Nissan-Mitsubishi, Xiaopeng He",Early Stage Venture,Renault-Nissan-Mitsubishi,Series A,7,,,,,,,1430500000,USD,1430500000,Yes,,https://www.weride.ai,$10M to $50M,IPO,2,"79,947"
2018-09-17,Tuhu provides automobile after-sales products and services.,Tuhu,https://www.crunchbase.com/organization/tuhu,"Automotive, E-Commerce, Service Industry","Minhang, Shanghai, China, Asia",Series E - Tuhu,https://www.crunchbase.com/funding_round/tuhu-series-e--f5e30836,11,"CCB International, CICC, CICC Alpha, Goldman Sachs, Grand Flight Investment, HSG, Joy Capital, Qiming Venture Partners, Tencent, The Carlyle Group, Welkin Capital Management",Late Stage Venture,"HSG, Tencent, The Carlyle Group",Series E,8,450000000,USD,450000000,650000000,USD,650000000,874783159,USD,874783159,Yes,,http://www.tuhu.cn/,$100M to $500M,IPO,1,"83,475"
2018-09-30,Hi after school is an entertainment and performance company.,Hi after school,https://www.crunchbase.com/organization/hi-after-school,"Education, Primary Education, Secondary Education","Yangpu, Hainan, China, Asia",Seed Round - Hi after school,https://www.crunchbase.com/funding_round/hi-after-school-seed--e45da756,2,"Huaying, Huaying Capital",Seed,Huaying,Seed,2,10000000,CNY,1455837,,,,10000000,CNY,1455837,Yes,,http://www.fangxuehai.cc/#/home-page,,Early Stage Venture,1,"84,652"
2018-10-24,Landing Shares is an AI-driven med-tech firm that develops artificial intelligence cervical cancer screening diagnostic technology.,Landing Medical High Technology,https://www.crunchbase.com/organization/wuhan-landing-medical-high-technology,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Medical Device","Wuhan, Hubei, China, Asia",Series C - Landing Medical High Technology,https://www.crunchbase.com/funding_round/wuhan-landing-medical-high-technology-series-c--4c480c7b,2,"Bank of China Hong Kong, China Merchants Venture Capital",Late Stage Venture,"Bank of China Hong Kong, China Merchants Venture Capital",Series C,3,,,,,,,320000000,CNY,50085302,Yes,,http://www.landing-med.com,$1M to $10M,Late Stage Venture,,"86,337"
2018-11-20,LandSpace is a Chinese company engaged in the development and operation of rockets.,LandSpace,https://www.crunchbase.com/organization/landspace-40f5,"Autonomous Vehicles, Commercial, Manufacturing","Beijing, Beijing, China, Asia",Series B - LandSpace,https://www.crunchbase.com/funding_round/landspace-40f5-series-b--6b53ba38,7,"36Kr, China Growth Capital | CGC, Chung Tin Group, FounDream, Goldwind, Youshan Capital, Zhongji Investment",Early Stage Venture,China Growth Capital | CGC,Series B,6,300000000,CNY,43194056,,,,459441078,USD,459441078,Yes,,http://www.landspace.com/,$100M to $500M,,,"87,805"
2018-09-01,Shudi Network cloud platform is helping many enterprises realize business process automation,Shudi Network,https://www.crunchbase.com/organization/shudi-network,"Business Process Automation (BPA), Cloud Computing, Database, SaaS","Shenzhen, Guangdong, China, Asia",Series A - Shudi Network,https://www.crunchbase.com/funding_round/shudi-network-series-a--929a2394,1,GF Qianhe Investment,Early Stage Venture,GF Qianhe Investment,Series A,3,,,,,,,,,,Yes,,https://www.shudiyun.com/,,Early Stage Venture,,"87,674"
