Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2013-05-17,Yunyinggu is a Chinese company dedicated to developing and promoting new display technologies.,Yunyinggu,https://www.crunchbase.com/organization/shenzhen-yunyingu-technology,"Electronics, Lighting, Manufacturing","Shanghai, Shanghai, China, Asia",Series A - Yunyinggu,https://www.crunchbase.com/funding_round/shenzhen-yunyingu-technology-series-a--7a4fc11f,3,"CITIC Capital Holdings, Vertex Ventures, Vertex Ventures China",Early Stage Venture,Vertex Ventures,Series A,6,3230000,USD,3230000,12900000,USD,12900000,121127124,USD,121127124,Yes,,http://www.yunyinggu.com,$1M to $10M,,1,"85,815"
2013-06-01,TalkingData is China’s largest independent Big Data service platform with focus on the mobile Internet.,TalkingData,https://www.crunchbase.com/organization/talking-data,"Analytics, Big Data, Data Management, Internet, Mobile","Beijing, Beijing, China, Asia",Seed Round - TalkingData,https://www.crunchbase.com/funding_round/talking-data-seed--61894298,2,"N5Capital, Shenzhen Huanuo Innovation",Seed,"N5Capital, Shenzhen Huanuo Innovation",Seed,10,10000000,CNY,1627190,,,,141627190,USD,141627190,Yes,,http://www.talkingdata.com,$50M to $100M,,,"86,334"
2013-03-01,"Jianjian, a Chinese mobile dating application, helps users find the accuracy and fate index between them and people whom they have met.",Jianjian,https://www.crunchbase.com/organization/jianjian,Social Media,"Xian, Hunan, China, Asia",Venture Round - Jianjian,https://www.crunchbase.com/funding_round/jianjian-series-unknown--c293a343,2,"PreAngel, Zhonglu Capital",,,Venture - Series Unknown,2,162364,USD,162364,,,,303989,USD,303989,Yes,,,,Seed,,"122,701"
2013-07-01,"Wenjuan.com is an online survey platform focused on questionnaire establishment, distribution, management, analysis services and more.",Wenjuan.com,https://www.crunchbase.com/organization/wenjuan-com,"Analytics, Internet, Software","Shanghai, Shanghai, China, Asia",Series A - Wenjuan.com,https://www.crunchbase.com/funding_round/wenjuan-com-series-a--86300fe5,1,Legend Star,Early Stage Venture,Legend Star,Series A,4,10000000,CNY,1627913,,,,55139349,USD,55139349,Yes,,http://www.wenjuan.com,$1M to $10M,Late Stage Venture,,"132,773"
2013-01-01,Robotphoenix is a developer of lightweight industrial robots.,Robotphoenix,https://www.crunchbase.com/organization/robotphoenix,"Electronics, Manufacturing, Robotics","Shanghai, Shanghai, China, Asia",Angel Round - Robotphoenix,https://www.crunchbase.com/funding_round/robotphoenix-angel--633b91e0,2,"Ferry Venture Capital, TusStar",Seed,,Angel,3,,,,,,,,,,Yes,,http://www.robotphoenix.com,Less than $1M,Late Stage Venture,,"156,800"
2013-04-29,Weibo is a social network company that provides microblogging platform.,Weibo,https://www.crunchbase.com/organization/weibo,"Blogging Platforms, Information Technology, Internet, Social Media, Social Network, Software","Beijing, Beijing, China, Asia",Funding Round - Weibo,https://www.crunchbase.com/funding_round/weibo-undisclosed--0ec23753,3,"Alibaba Group, Aqua Ventures, UnityVC",,Alibaba Group,Funding Round,3,586000000,USD,586000000,,,,1586000000,USD,1586000000,Yes,,http://weibo.com,$1M to $10M,IPO,,"161,975"
2013-03-04,QingTing FM is an independent research and media microphone operator of Internet-based radio aggregation service.,QingTing FM,https://www.crunchbase.com/organization/qingting-fm,"Internet Radio, iOS, Mobile, Music","Shanghai, Shanghai, China, Asia",Series A - QingTing FM,https://www.crunchbase.com/funding_round/qingting-fm-series-a--96ce2b45,1,Sinovation Ventures,Early Stage Venture,,Series A,6,2000000,USD,2000000,,,,182566695,USD,182566695,Yes,,http://www.qingting.fm,$1M to $10M,Late Stage Venture,,"170,282"
2012-12-01,BGI Tech is a life sciences technology and scientific partner to the global research community.,BGI Tech,https://www.crunchbase.com/organization/bgi-tech,"Bioinformatics, Biotechnology, Health Care, Information Technology, Life Science, Product Research","Shenzhen, Guangdong, China, Asia",Secondary Market - BGI Tech,https://www.crunchbase.com/funding_round/bgi-tech-secondary-market--2044903b,7,"China Everbright Investment Management, Forebright Capital, Greenwoods Asset Management, SBCVC, Sequoia Capital, Shenzhen Capital Group, YF Capital",,China Everbright Investment Management,Secondary Market,1,1390000000,CNY,222856410,1910000000,CNY,306227153,1390000000,CNY,222856410,No,,http://www.bgitechsolutions.com/,$10M to $50M,,,"192,768"
2013-06-01,Taotaosou is a search-based image shopping platform in China.,TaoTaoSou,https://www.crunchbase.com/organization/taotaosou,"E-Commerce, Search Engine, Shopping","Hangzhou, Zhejiang, China, Asia",Series B - TaoTaoSou,https://www.crunchbase.com/funding_round/taotaosou-series-b--70fc134b,3,"Alibaba Capital Partners, CDH Investments, DT Capital Partners",Early Stage Venture,"CDH Investments, DT Capital Partners",Series B,3,10000000,USD,10000000,,,,10487092,USD,10487092,Yes,,http://taotaosou.com,,Early Stage Venture,,"218,622"
2012-09-01,"Alibaba Group operates an online marketplace that connects buyers and sellers across various sectors, facilitating e-commerce transactions.",Alibaba Group,https://www.crunchbase.com/organization/alibaba,"Association, B2B, Information Technology, Office Supplies, Shopping","Hangzhou, Zhejiang, China, Asia",Private Equity Round - Alibaba Group,https://www.crunchbase.com/funding_round/alibaba-private-equity--2c08abeb,7,"Boyu Capital, China Investment Corporation, CITIC Capital Holdings, Glade Brook Capital Partners, Hedosophia, Khazanah Nasional, Primavera Capital Group",Private Equity,China Investment Corporation,Private Equity,19,2000000000,USD,2000000000,38000000000,USD,38000000000,18907000000,USD,18907000000,Yes,,https://www.alibabagroup.com,$10B+,IPO,,"220,072"
