Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2018-05-15,"Cowarobot is to bring people the future travel experience by using robotics, self-driving technology and other intelligent solutions.",Cowarobot,https://www.crunchbase.com/organization/cowarobot,"Apps, Artificial Intelligence (AI), Information Technology, Robotics, Software","Shanghai, Shanghai, China, Asia",Series B - Cowarobot,https://www.crunchbase.com/funding_round/cowarobot-series-b--fb1c6812,7,"China Creation Ventures (CCV), China Minsheng Investment Group, Empower Investment, Infore Capital, SBCVC, Wuhu Yuanda Chuangtou, Ying Feng Investment Create Value",Early Stage Venture,"China Creation Ventures (CCV), SBCVC",Series B,4,135000000,CNY,21163192,,,,271163192,USD,271163192,Yes,,http://www.cowarobot.com/,$1M to $10M,Late Stage Venture,2,"62,045"
2018-06-20,"Cambricon Technologies builds core processor chips for intelligent cloud servers, intelligent terminals, and intelligent robots.",Cambricon Technologies,https://www.crunchbase.com/organization/cambricon-technologies,"Artificial Intelligence (AI), Electronics, Semiconductor","Beijing, Beijing, China, Asia",Series B - Cambricon Technologies,https://www.crunchbase.com/funding_round/cambricon-technologies-series-b--67291b32,12,"Alibaba Innovation Investment, China State-Owned Capital Venture Investment Fund, Chinese Academy Of Sciences, CICC, CMB International Capital Corporation, CTC Capital, GoldStone Investment, Guoxin Fund, SDIC Venture Capital, TCL Capital, Tiefa Capital, Tuofeng Investment",Early Stage Venture,SDIC Venture Capital,Series B,4,100000000,USD,100000000,2400000000,USD,2400000000,200000000,USD,200000000,Yes,,http://www.cambricon.com/,$100M to $500M,,,"63,054"
2018-06-29,Turing Robot is the best AI Robot company in China.,Turing Robot,https://www.crunchbase.com/organization/turing-robot,"Artificial Intelligence (AI), Machine Learning, Software","Haidian, Beijing, China, Asia",Series A - Turing Robot,https://www.crunchbase.com/funding_round/turing-robot-series-a--8e0741c1,2,"Qianhai Wutong Mergers and Acquisitions Funds, Zoy Capital",Early Stage Venture,"Qianhai Wutong Mergers and Acquisitions Funds, Zoy Capital",Series A,3,,,,,,,150000000,CNY,22131250,Yes,,http://www.turingapi.com/,$10M to $50M,Early Stage Venture,,"64,732"
2018-06-05,PINTEC is a independent technology platform enabling financial services in China. ,PINTEC,https://www.crunchbase.com/organization/pintec,"Big Data, Financial Services, FinTech, Information Technology","Beijing, Beijing, China, Asia",Series A - PINTEC,https://www.crunchbase.com/funding_round/pintec-series-a--52b5abea,8,"IDG Capital, Mandra Capital, Shunwei Capital, SINA Corporation, STI Financial Group, Ventech China, Xiaomi Ventures, Zhong Capital Fund",Early Stage Venture,"Mandra Capital, SINA Corporation, Ventech China",Series A,2,103000000,USD,103000000,,,,107000000,USD,107000000,Yes,,https://www.pintec.com,$1M to $10M,IPO,1,"66,996"
2018-05-30,INTAMSYS is a 3D printers manufacturer that specializes in high performance functional materials 3D printing solutions.,INTAMSYS,https://www.crunchbase.com/organization/intamsys,"3D Printing, 3D Technology, Advanced Materials, Industrial, Industrial Manufacturing, Manufacturing, Printing, Software","Shanghai, Shanghai, China, Asia",Series A - INTAMSYS,https://www.crunchbase.com/funding_round/intamsys-series-a--b1d9647b,3,"Brizan Investments, CWB Capital, XBOTPARK Jijin",Early Stage Venture,CWB Capital,Series A,3,,,,,,,100000000,CNY,14423146,Yes,,https://www.intamsys.com/,,Early Stage Venture,1,"67,843"
2018-06-01,Beijing Based  Enterprise services Company.,BeagleData,https://www.crunchbase.com/organization/beagledata,"Artificial Intelligence (AI), Cloud Computing, Enterprise, Information Technology","Beijing, Beijing, China, Asia",Series C - BeagleData,https://www.crunchbase.com/funding_round/beagledata-series-c--835dfcc6,2,"Ally Capital, Huaying Capital",Late Stage Venture,"Ally Capital, Huaying Capital",Series C,6,100000000,CNY,15575354,,,,215000000,CNY,33288274,Yes,,http://www.beagledata.com/,,Late Stage Venture,,"69,772"
2018-06-29,I-Mab is a dynamic and fast-growing global biotech company exclusively focused on developing innovative biologics.,I-Mab Biopharma,https://www.crunchbase.com/organization/i-mab-biopharma,"Biotechnology, Pharmaceutical, Product Research","Shanghai, Shanghai, China, Asia",Series C - I-Mab Biopharma,https://www.crunchbase.com/funding_round/i-mab-biopharma-series-c--b0fb38c4,10,"Ally Bridge Group, C-Bridge Capital, CDH Investments, CTS Capital, EDBI, Hillhouse Investment, Hony Capital, HOPU Investment Management Company, Tally Capital, Tasly Pharmaceutical",Late Stage Venture,Hony Capital,Series C,5,220000000,USD,220000000,,,,815000000,USD,815000000,Yes,,http://www.i-mabbiopharma.com/,$10M to $50M,IPO,4,"88,303"
2018-06-01,Chuhang Tech is a technology company focusing on millimeter wave radars and advanced driver assistance systems.,Chuhang Tech,https://www.crunchbase.com/organization/chuhang-tech,Automotive,"Nanjing, Jiangsu, China, Asia",Angel Round - Chuhang Tech,https://www.crunchbase.com/funding_round/chuhang-tech-angel--126c1003,1,UnityVC,Seed,UnityVC,Angel,5,,,,,,,38672029,USD,38672029,Yes,,http://chuhang.tech/,,Early Stage Venture,,"89,384"
2018-05-31,"Tanjing Technology is a storage-first architecture, which provides end-side AI chips and solutions for various IoT terminal devices.",Intengine Technology,https://www.crunchbase.com/organization/intengine-technology,"Artificial Intelligence (AI), Robotics, Semiconductor","Beijing, Beijing, China, Asia",Series A - Intengine Technology,https://www.crunchbase.com/funding_round/intengine-technology-series-a--560ca65e,6,"China Fortune-Tech Capital, Hongtai Capital Holdings, K2VC, Kingdom Capital, Lotus Lake Ventures, Panda Capital",Early Stage Venture,China Fortune-Tech Capital,Series A,2,,,,,,,,,,Yes,,https://www.intenginetech.com/,,,1,"91,583"
2018-06-07,EasyLinkin is a high-tech enterprise specializing in R&D and application of low-power wide area internet of things (LPWAN) core technology.,EasyLinkin,https://www.crunchbase.com/organization/easylinkin,"Enterprise, Service Industry","Wuhan, Hubei, China, Asia",Series B - EasyLinkin,https://www.crunchbase.com/funding_round/easylinkin-series-b--62fd22e5,5,"Buhuo Ventures, China Growth Capital | CGC, IDG Capital, Shenzhen Qianhai Xingwang Investment, The Hina Group",Early Stage Venture,China Growth Capital | CGC,Series B,6,36000000,USD,36000000,,,,87294223,USD,87294223,Yes,,http://www.easylinkin.com/,,Late Stage Venture,,"99,647"
2018-06-14,Yaoshibang is a Chinese B2B pharmaceutical trading platform.,Yaoshibang,https://www.crunchbase.com/organization/yaoshibang,"B2B, Pharmaceutical, Trading Platform","Guangzhou, Guangdong, China, Asia",Series C - Yaoshibang,https://www.crunchbase.com/funding_round/yaoshibang-series-c--d00dfbc6,5,"DCM Ventures, ECC Capital, Green Pine Capital Partners, Shunwei Capital, SIG China (SIG Asia Investments)",Late Stage Venture,"DCM Ventures, Shunwei Capital",Series C,5,420000000,CNY,65626025,,,,495592477,USD,495592477,Yes,,http://www.ysbang.cn/,,IPO,1,"114,878"
2018-05-02,"An artificial intelligence-powered medical data solutions provider based in Shanghai,China.",Synyi,https://www.crunchbase.com/organization/synyi,"Artificial Intelligence (AI), Health Care, Hospital","Shanghai, Shanghai, China, Asia",Series B - Synyi,https://www.crunchbase.com/funding_round/synyi-series-b--82ed5a7f,3,"GGV Capital, HSG, ZhenFund",Early Stage Venture,GGV Capital,Series B,8,100000000,CNY,15718204,,,,158946054,USD,158946054,Yes,,https://www.synyi.com/,$1M to $10M,,1,"116,269"
2018-05-11,Odaily is a blockchain media for the exclusive strategic cooperation of the 36氪 Group.,Odaily,https://www.crunchbase.com/organization/odaily,"Blockchain, Digital Media, Media and Entertainment, News, Social Media, Social Media Marketing","Beijing, Beijing, China, Asia",Seed Round - Odaily,https://www.crunchbase.com/funding_round/odaily-seed--9065131f,4,"8 Decimal Capital, Innohub Capital, Parinama Cultural Development Foundation, StarWin Capital",Seed,Parinama Cultural Development Foundation,Seed,3,4720000,USD,4720000,,,,9720000,USD,9720000,Yes,,https://www.odaily.com,,Seed,,"116,120"
2018-05-04,Shenzhen based a Robotic StartUp,RHB-Tech,https://www.crunchbase.com/organization/rhb-tech,Robotics,"Shenzhen, Guangdong, China, Asia",Seed Round - RHB-Tech,https://www.crunchbase.com/funding_round/rhb-tech-seed--f9d059bd,3,"Capitech, Edge Ventures, Reading Capital",Seed,Capitech,Seed,2,,,,,,,,,,Yes,,http://www.rhb-tech.com ,,Early Stage Venture,,"120,428"
2018-07-01,Core Medical is a CRO that provides clinical professional services.,Core Medical,https://www.crunchbase.com/organization/core-medical,"Health Care, Medical","Beijing, Beijing, China, Asia",Series A - Core Medical,https://www.crunchbase.com/funding_round/core-medical-series-a--47bbb46f,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,2,4400000,USD,4400000,,,,4400000,USD,4400000,Yes,,http://www.coremed.com.cn/,,Early Stage Venture,1,"126,725"
2018-05-11,Aulton New Energy is a provider of EV battery replacement services.,Aulton New Energy,https://www.crunchbase.com/organization/aulton-new-energy,"Automotive, Electric Vehicle, Energy","Shanghai, Shanghai, China, Asia",Angel Round - Aulton New Energy,https://www.crunchbase.com/funding_round/aulton-new-energy-angel--dd20c862,1,NIO Capital,Seed,NIO Capital,Angel,3,3000000,CNY,474323,,,,1503000000,CNY,232672465,Yes,,https://www.aulton.com/,,Early Stage Venture,1,"126,843"
2018-06-07,Tiantian Paiche is a Chinese online used-car trading platform.,Tiantian Paiche,https://www.crunchbase.com/organization/tiantian-paiche,"Automotive, E-Commerce, Online Portals","Shanghai, Shanghai, China, Asia",Series D - Tiantian Paiche,https://www.crunchbase.com/funding_round/tiantian-paiche-series-d--4eba7fbf,1,Autohome,Late Stage Venture,Autohome,Series D,4,100000000,USD,100000000,,,,448000000,USD,448000000,Yes,,http://www.ttpai.cn,,Late Stage Venture,1,"126,076"
2018-07-01,YUYI provides customized and integrated data innovation solutions based on unique natural language processing patent technology.,YUYI,https://www.crunchbase.com/organization/yuyi,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning","Hangzhou, Zhejiang, China, Asia",Seed Round - YUYI,https://www.crunchbase.com/funding_round/yuyi-seed--858d3040,2,"Suzhou Gaomei Capital, Tisiwi Ventures",Seed,Suzhou Gaomei Capital,Seed,3,10000000,CNY,1509343,,,,111000000,CNY,17297484,Yes,,http://www.yuyidata.com/,,Early Stage Venture,,"126,996"
2018-05-01,Syoo offers development solutions for restaurant industry.,Syoo,https://www.crunchbase.com/organization/syoo,"Food Delivery, Information Technology, Restaurants","Jiading, Shanghai, China, Asia",Seed Round - Syoo,https://www.crunchbase.com/funding_round/syoo-seed--d0d74fe2,2,"Huaying Capital, Weimob",Seed,Huaying Capital,Seed,2,,,,,,,,,,Yes,,https://www.syoo.cn/,,Early Stage Venture,,"129,714"
2018-06-25,Kafang excels as the leading electronic trading solution providers in Chinese capital market.,Kafang Technology,https://www.crunchbase.com/organization/kafang-technology,"Finance, Financial Services, Information Technology, Software","Shanghai, Shanghai, China, Asia",Angel Round - Kafang Technology,https://www.crunchbase.com/funding_round/kafang-technology-angel--e91b60c6,1,FutureCap,Seed,FutureCap,Angel,5,,,,,,,,,,Yes,,http://www.kafangtech.com/,,Early Stage Venture,,"131,959"
