Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2019-10-22,Hetao101 offers programming education services for children to prepare for higher education.,Hetao101,https://www.crunchbase.com/organization/hetao101,"EdTech, Education, Information Technology, Training","Haidian, Beijing, China, Asia",Series B - Hetao101,https://www.crunchbase.com/funding_round/hetao101-series-b--15328655,5,"Hillhouse Investment, Huasheng Capital, Source Code Capital, XVC, Zhongyuan Capital",Early Stage Venture,"Hillhouse Investment, Huasheng Capital",Series B,5,50000000,USD,50000000,,,,270812547,USD,270812547,Yes,,https://www.hetao101.com,,Late Stage Venture,,"49,804"
2019-09-19,Yihui Information is a technology company that offers real-time operating systems.,Yihui Information,https://www.crunchbase.com/organization/yihui-information,"Enterprise, Enterprise Software, Property Development","Beijing, Beijing, China, Asia",Series A - Yihui Information,https://www.crunchbase.com/funding_round/yihui-information-series-a--d4e4f0c2,6,"Galaxy Capital, Qianhai Fund of Funds, Qingyan Lushi Investment, Rising Investments, Shenzhen Capital Group, Xianghe Capital",Early Stage Venture,"Qianhai Fund of Funds, Shenzhen Capital Group",Series A,2,120000000,CNY,16909506,,,,120000000,CNY,16909506,Yes,,http://www.acoinfo.com/,$1M to $10M,Early Stage Venture,,"66,344"
2019-11-04,"Akeso Biopharma is a biopharmaceutical company committed to the discovery, development, and commercialization of therapies.",Akeso Biopharma,https://www.crunchbase.com/organization/akeso-biopharma,"Biopharma, Biotechnology, Health Care","Zhongshan, Anhui, China, Asia",Series D - Akeso Biopharma,https://www.crunchbase.com/funding_round/akeso-biopharma-series-d--faa7e73a,12,"AIHC Capital, Apricot Capital, BOCOM International, CCB Capital, CDG International Company, K. Wah Group, Lake Bleu Capital, Loyal Valley Capital, OrbiMed, Shenzhen Capital Group, Sino Biopharmaceutical, TriWise Capital",Late Stage Venture,"Loyal Valley Capital, Sino Biopharmaceutical",Series D,5,150000000,USD,150000000,,,,469966495,USD,469966495,Yes,,http://www.akesobio.com,$1B to $10B,IPO,5,"67,269"
2019-12-28,Elpiscience is a clinical-stage biopharmaceutical company focused on developing next-generation cancer immunotherapies,Elpiscience Biopharmaceuticals,https://www.crunchbase.com/organization/elpiscience-biopharmaceuticals,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series B - Elpiscience Biopharmaceuticals,https://www.crunchbase.com/funding_round/elpiscience-biopharmaceuticals-series-b--7642fb1c,10,"CDH Investments, Dyee Capital, Hillhouse Investment, Hyfinity Investments, Lilly Asia Ventures, Ming Bioventures, Oriza Holdings, ShenZhen GTJA Investment Group, Tencent, WisdoMont Asset Management",Early Stage Venture,Hyfinity Investments,Series B,4,100000000,USD,100000000,,,,260000000,USD,260000000,Yes,,http://www.elpiscience.com/,$1M to $10M,Late Stage Venture,1,"70,488"
2019-08-30,"Mikoptik is a digital optical equipment developer, focusing on combining LED, laser light source technology.",Mikoptik,https://www.crunchbase.com/organization/mikoptik,Optical Communication,"Suzhou, Jiangsu, China, Asia",Series A - Mikoptik,https://www.crunchbase.com/funding_round/mikoptik-series-a--c9e5b643,3,"Qianzhou Qingyuan Investment, Tsinghua Capital, Zhongnan Capital",Early Stage Venture,Zhongnan Capital,Series A,2,120000000,CNY,16767505,,,,120000000,CNY,16767505,Yes,,http://www.mikoptik.com/,,Early Stage Venture,,"76,637"
2019-12-26,Wangbaobao is a oatmeal brand.,Wangbaobao,https://www.crunchbase.com/organization/wangbaobao,E-Commerce,"Hangzhou, Zhejiang, China, Asia",Series A - Wangbaobao,https://www.crunchbase.com/funding_round/wangbaobao-series-a--0ec0c55e,3,"Decent Capital, Source Code Capital, Vertex Ventures China",Early Stage Venture,"Source Code Capital, Vertex Ventures China",Series A,3,,,,,,,15460000,USD,15460000,Yes,,,,Early Stage Venture,1,"78,524"
2019-10-22,EKuaibao is an agile enterprise expense reimbursement and management platform.,EKuaibao,https://www.crunchbase.com/organization/ekuaibao,"CRM, Enterprise, Information Technology, SaaS, Software, Travel","Beijing, Beijing, China, Asia",Series C - EKuaibao,https://www.crunchbase.com/funding_round/ekuaibao-series-c--81762b79,4,"DCM Ventures, FutureCap, HSG, Tiger Global Management",Late Stage Venture,"HSG, Tiger Global Management",Series C,7,50000000,USD,50000000,,,,225599514,USD,225599514,Yes,,http://www.ekuaibao.com/,$1M to $10M,Late Stage Venture,,"80,030"
2019-09-25,"RainSure Scientific is a medical-based manufacturing company that produces PCR instruments, assays, and healthcare services.",RainSure Scientific,https://www.crunchbase.com/organization/rainsure-scientific,"Health Care, Manufacturing, Medical Device","Suzhou, Jiangsu, China, Asia",Series A - RainSure Scientific,https://www.crunchbase.com/funding_round/rainsure-scientific-series-a--0370bbec,3,"BioVenture, Future Capital, Volcanics Venture",Early Stage Venture,BioVenture,Series A,2,10000000,CNY,1402190,,,,10000000,CNY,1402190,Yes,,https://www.rainsureglobal.com/,,Late Stage Venture,,"81,416"
2019-11-26,Eoitek is an intelligent big data analysis solution provider.,Eoitek,https://www.crunchbase.com/organization/eoitek,"Analytics, Artificial Intelligence (AI), Big Data, Software","Shanghai, Shanghai, China, Asia",Series B - Eoitek,https://www.crunchbase.com/funding_round/eoitek-series-b--3b50fe07,4,"Chenhui Venture Partners, ST Telemedia, Vision Plus Capital, Volcanics Venture",Early Stage Venture,ST Telemedia,Series B,5,100000000,CNY,14217673,,,,84217673,USD,84217673,Yes,,https://www.eoitek.com,Less than $1M,Late Stage Venture,4,"85,985"
2019-10-15,Ionova Life Science IS a biotech company.,Ionova Life Science,https://www.crunchbase.com/organization/ionova-life-science,"Biotechnology, Health Care","Shenzhen, Guangdong, China, Asia",Series A - Ionova Life Science,https://www.crunchbase.com/funding_round/ionova-life-science-series-a--b94f763a,2,"Dyee Capital, Lilly Asia Ventures",Early Stage Venture,"Dyee Capital, Lilly Asia Ventures",Series A,2,126000000,CNY,17792338,,,,117792338,USD,117792338,Yes,,http://www.ionovabio.com/,,,,"86,426"
