Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2016-05-05,Extreme Vision is a PaaS cloud platform for computer vision algorithms.,Extreme Vision,https://www.crunchbase.com/organization/extreme-vision,"Cloud Data Services, Computer Vision, Information Technology, Machine Learning","Nanshan, Hunan, China, Asia",Seed Round - Extreme Vision,https://www.crunchbase.com/funding_round/extreme-vision-seed--b452aa51,4,"Chuxin Capital, Datong Capital, Riverstone Credit Partners, SAIC Venture Capital",Seed,Riverstone Credit Partners,Seed,4,,,,,,,,,,Yes,,http://www.extremevision.com.cn/,,,,"85,658"
2016-06-17,Zhongke Huiju is a manufacturer of parking charging equipment and parking guidance system.,Zhongke Huiju,https://www.crunchbase.com/organization/zhongke-huiju,"Automotive, Information Technology, Parking","Fengtai, Beijing, China, Asia",Angel Round - Zhongke Huiju,https://www.crunchbase.com/funding_round/zhongke-huiju-angel--0e1ebd4c,1,Angel Plus China,Seed,,Angel,2,3000000,CNY,455630,,,,3000000,CNY,455630,Yes,,http://www.zkhj618.com/,,Early Stage Venture,,"128,269"
2016-07-01,Leke Sports focuses on providing health management and sports fitness services for corporate employees.,Leke Sports,https://www.crunchbase.com/organization/leke-sports,"Fitness, Sports","Hangzhou, Zhejiang, China, Asia",Series B - Leke Sports,https://www.crunchbase.com/funding_round/leke-sports-series-b--e99c5a43,4,"Huasheng Capital, IDG Capital, Puhua Capital, Yongchuang Capital",Early Stage Venture,Huasheng Capital,Series B,7,,,,,,,48052574,USD,48052574,Yes,,https://www.leoao.com/,,,,"136,459"
2016-05-04,terminus is a traditional internet business transformation solutions provider.,terminus,https://www.crunchbase.com/organization/terminus-1ad5,"Information Services, Information Technology, Software","Hangzhou, Zhejiang, China, Asia",Seed Round - terminus,https://www.crunchbase.com/funding_round/terminus-1ad5-seed--6ba5c183,3,"Fibonacci VC, Fortune Venture Capital, Tianjin Venture Capital",Seed,,Seed,6,3000000,CNY,461848,,,,1033000000,CNY,159606612,Yes,,http://terminus.io,,Early Stage Venture,,"159,413"
2016-06-21,Black Lake Technologies is a manufacturing SaaS company that builds plant floor collaboration tools to digitally transform factories.,Black Lake Technologies,https://www.crunchbase.com/organization/blacklake-technologies,"Analytics, Manufacturing, SaaS, Software","Shanghai, Shanghai, China, Asia",Seed Round - Black Lake Technologies,https://www.crunchbase.com/funding_round/blacklake-technologies-seed--73c2ea69,3,"China Growth Capital | CGC, IDG Capital, ZhenFund",Seed,,Seed,5,1000000,USD,1000000,,,,112345502,USD,112345502,Yes,,https://www.blacklake.cn,$1M to $10M,Late Stage Venture,,"160,154"
2016-07-01,Haibao is a developer of an enterprise insurance SaaS platform.,Haibao,https://www.crunchbase.com/organization/haibao,"Finance, Insurance, SaaS","Hangzhou, Zhejiang, China, Asia",Angel Round - Haibao,https://www.crunchbase.com/funding_round/haibao-angel--3fde96bf,2,"Shanghai Tiliang Touzi Guanli Youxian Gongsi, Zhejiang Paradise",Seed,,Angel,3,3000000,CNY,450867,,,,53000000,CNY,8010532,Yes,,https://www.haibaobaoxian.com,$1M to $10M,Early Stage Venture,,"164,403"
2016-06-02,ForChange is an artificial intelligence online education company.,ForChange,https://www.crunchbase.com/organization/forchange,"Artificial Intelligence (AI), Education, Social Media Marketing, Software, Training","Xiamen, Fujian, China, Asia",Angel Round - ForChange,https://www.crunchbase.com/funding_round/forchange-angel--ed22504f,2,"ISVI, Legend Star",Seed,,Angel,3,10000000,CNY,1518737,,,,20000000,CNY,3090557,Yes,,https://www.pandateacher.com,,Early Stage Venture,,"164,833"
2016-06-01,Greentown Service Group is a Chinese residential property management services.,Greentown Service Group,https://www.crunchbase.com/organization/greentown-service-group,"Financial Services, Real Estate","Hangzhou, Zhejiang, China, Asia",Venture Round - Greentown Service Group,https://www.crunchbase.com/funding_round/greentown-service-group-series-unknown--62a20289,1,Zhejiang Paradise,,,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://www.lvchengfuwu.com/,,,,"166,877"
2016-05-17,FAST BREAKFAST is an online breakfast booking platform.,FAST BREAKFAST,https://www.crunchbase.com/organization/fast-breakfast,"Food and Beverage, Food Delivery, Mobile Apps","Baqiao, Shaanxi, China, Asia",Angel Round - FAST BREAKFAST,https://www.crunchbase.com/funding_round/fast-breakfast-angel--f900b4ea,1,SBCVC,Seed,,Angel,2,10000000,CNY,1532487,,,,13000000,CNY,1955403,Yes,,http://www.kzaocan.com,,Seed,,"169,093"
2016-06-01,iPlayABC is an English language learning application.,iPlayABC,https://www.crunchbase.com/organization/iplayabc,"Children, Education, Language Learning, Software","Dalian Shi, Liaoning, China, Asia",Seed Round - iPlayABC,https://www.crunchbase.com/funding_round/iplayabc-seed--b3217c76,1,SynShineCapital,Seed,,Seed,2,1000000,CNY,151999,,,,4000000,CNY,575889,Yes,,http://www.iplayabc.com,,Seed,,"169,573"
