Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2015-08-06,Aihuishou is a bidding-based C2B platform for recycling and selling second-hand electronic items such as mobile phones.,Aihuishou,https://www.crunchbase.com/organization/aihuishou,"Consumer Electronics, E-Commerce, Electronics, Recycling, Secondhand Goods","Yangpu, Hainan, China, Asia",Series C - Aihuishou,https://www.crunchbase.com/funding_round/aihuishou-series-c--1f77c486,6,"5Y Capital, Greenwoods Investment, IFC Venture Capital Group, JD.com, Morningside Venture Partners, Tiantu Capital",Late Stage Venture,Tiantu Capital,Series C,7,60000000,USD,60000000,,,,877616962,USD,877616962,Yes,,http://aihuishou.com/,$1B to $10B,IPO,2,"115,507"
2015-09-23,Keep is a mobile fitness community that offers a variety of training programs for different groups of people.,Keep,https://www.crunchbase.com/organization/keep-3,"Fitness, Mobile Apps, Training, Wellness","Beijing, Beijing, China, Asia",Series B - Keep,https://www.crunchbase.com/funding_round/keep-3-series-b--e50ec55e,2,"GGV Capital, Ventech China",Early Stage Venture,GGV Capital,Series B,8,10000000,USD,10000000,,,,614000000,USD,614000000,Yes,,http://www.gotokeep.com/,Less than $1M,Late Stage Venture,1,"120,498"
2015-08-04,CoClean is a developer of a portable air purifier intended.,CoClean,https://www.crunchbase.com/organization/coclean,"B2C, Consumer Goods, Electronics","Haidian, Beijing, China, Asia",Angel Round - CoClean,https://www.crunchbase.com/funding_round/coclean-angel--4b1e13d9,1,Shangshi Fund,Seed,,Angel,4,10000000,CNY,1610394,,,,140000000,CNY,19977433,Yes,,http://www.coclean.com,,Early Stage Venture,,"128,133"
2015-08-24,Ehang is a technology enterprise focused on R&D and production in airplane and aircraft field.,Ehang,https://www.crunchbase.com/organization/ehang,"Aerospace, Consumer Electronics, Robotics, Transportation","Huangpu, Shanghai, China, Asia",Series B - Ehang,https://www.crunchbase.com/funding_round/ehang-series-b--3ffe5bfa,7,"GGV Capital, GP Capital, LeBox Capital, Microsoft Accelerator, OFC, Tsing Capital, ZhenFund",Early Stage Venture,GP Capital,Series B,6,42000000,USD,42000000,,,,127600000,USD,127600000,Yes,,http://www.ehang.com/,$1M to $10M,IPO,2,"134,041"
2015-09-15,Helowin is a manufacturer and provider of medical equipment.,Helowin,https://www.crunchbase.com/organization/helowin,"Big Data, Health Care, Manufacturing, Medical","Hangzhou, Zhejiang, China, Asia",Series D - Helowin,https://www.crunchbase.com/funding_round/helowin-series-d--6619a715,5,"Eastern Link Capital, Juren Capital, Shaoxing Jiuyuan Asset Management, Yilian Ziben, Zhengyou Asset",Late Stage Venture,,Series D,8,50000000,CNY,7849646,,,,230000000,CNY,35165899,Yes,,http://www.hellowin.cn/,,,,"147,685"
2015-09-01,Mr. Beaver is an online platform for laundry services.,Mr. Beaver,https://www.crunchbase.com/organization/mr-hi,"E-Commerce, Internet, Laundry and Dry-cleaning","Beijing, Beijing, China, Asia",Angel Round - Mr. Beaver,https://www.crunchbase.com/funding_round/mr-hi-angel--358a693d,3,"Haier, Shenzhen Investment Holdings, Smallville Capital",Seed,,Angel,2,1000000,CNY,157045,,,,1757045,USD,1757045,Yes,,http://www.mrhi.cn/,,Seed,,"160,150"
2015-09-21,Lele Ketang is an online k to 12 education content and service platform.,Lele Ketang,https://www.crunchbase.com/organization/lele-ketang,"E-Learning, Education","Beijing, Beijing, China, Asia",Series B - Lele Ketang,https://www.crunchbase.com/funding_round/lele-ketang-series-b--e98692aa,1,5Y Capital,Early Stage Venture,,Series B,3,,,,,,,40000000,USD,40000000,Yes,,http://www.leleketang.com,,Late Stage Venture,1,"164,409"
2015-08-10,Shanghai based E-commerce company.,Ickey,https://www.crunchbase.com/organization/ickey,E-Commerce,"Shanghai, Shanghai, China, Asia",Series B - Ickey,https://www.crunchbase.com/funding_round/ickey-series-b--5b0fdb40,2,"Fortune, Oriental Fortune Capital",Early Stage Venture,,Series B,4,,,,,,,27674800,USD,27674800,Yes,,http://www.ickey.cn/,$1M to $10M,Late Stage Venture,,"164,661"
2015-08-27,Fangcun Doctor is a professional vertical disease management service platform.,Fangcun Doctor,https://www.crunchbase.com/organization/fangcun-doctor,"Health Care, Internet, Medical","Beijing, Beijing, China, Asia",Angel Round - Fangcun Doctor,https://www.crunchbase.com/funding_round/fangcun-doctor-angel--9c6c0f9c,1,Cowin Venture,Seed,,Angel,3,3000000,CNY,468198,,,,13000000,CNY,1974494,Yes,,https://www.fangcunyisheng.com/,,,,"166,300"
2015-08-03,Zero Zero Robotics is working to develop an innovative new device called the Hover Camera.,Zero Zero Robotics,https://www.crunchbase.com/organization/zero-zero-robotics,"Artificial Intelligence (AI), Drones, Robotics","Beijing, Beijing, China, Asia",Seed Round - Zero Zero Robotics,https://www.crunchbase.com/funding_round/zero-zero-robotics-seed--06987096,1,ZhenFund,Seed,,Seed,5,557433,CNY,89766,,,,26934642,USD,26934642,Yes,,https://thehover.com,Less than $1M,Early Stage Venture,,"170,892"
