Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2016-09-25,Zuoyebang is an online education platform that provides quality educational products and services to k12 students.,Zuoyebang,https://www.crunchbase.com/organization/zuoyebang,"Apps, Artificial Intelligence (AI), E-Learning, EdTech, Education, Q&A, Search Engine, Tutoring","Beijing, Beijing, China, Asia",Series B - Zuoyebang,https://www.crunchbase.com/funding_round/zuoyebang-series-b--4532cce9,4,"GGV Capital, HSG, Legend Capital, Xianghe Capital",Early Stage Venture,"GGV Capital, Xianghe Capital",Series B,6,60000000,USD,60000000,,,,2935000000,USD,2935000000,Yes,,https://www.zybang.com,$10M to $50M,Late Stage Venture,1,"76,581"
2016-08-22,"247tickets is a platform for events, experiences, trips & communities.",247tickets,https://www.crunchbase.com/organization/247tickets,Ticketing,"Shanghai, Shanghai, China, Asia",Seed Round - 247tickets,https://www.crunchbase.com/funding_round/247tickets-seed--817bac71,2,"Haitao Capital, SOSV",Seed,SOSV,Seed,4,,,,,,,2500000,USD,2500000,Yes,,http://www.247tickets.com/,Less than $1M,Seed,1,"116,513"
2016-10-18,Dowsure is a global Fintech Platform for E-Commerce.,Dowsure,https://www.crunchbase.com/organization/dowsure,"Big Data, Developer APIs, E-Commerce, E-Commerce Platforms, FinTech, Insurance, Risk Management","Futian, Guangdong, China, Asia",Angel Round - Dowsure,https://www.crunchbase.com/funding_round/dowsure-angel--40f8e3fb,1,Lijie Wang,Seed,Lijie Wang,Angel,7,300000,USD,300000,,,,23564810,USD,23564810,Yes,,http://www.dowsure.com/,$10M to $50M,Early Stage Venture,1,"125,141"
2016-10-01,A trustworthy and competitive dental dealer from China!,Bondent Technology,https://www.crunchbase.com/organization/bondent-technology,"Health Care, Medical","Xicheng, Hebei, China, Asia",Series A - Bondent Technology,https://www.crunchbase.com/funding_round/bondent-technology-series-a--e4737132,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,5,60000000,CNY,8995686,,,,440000000,CNY,65661363,Yes,,http://www.bondent.net/,,Late Stage Venture,1,"126,896"
2016-10-01,"Mai Yi is an IT company that develops cloud software products for the education, healthcare, finance, and transportation industries.",Mai Yi,https://www.crunchbase.com/organization/mai-yi-88bf,"Health Care, Information Technology, Software","Wuhan, Hubei, China, Asia",Series A - Mai Yi,https://www.crunchbase.com/funding_round/mai-yi-88bf-series-a--77a97316,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,3,20000000,CNY,2998562,,,,280000000,CNY,43471636,Yes,,http://www.chinamye.com,,,,"128,444"
2016-09-02,"Zowoyoo is a self-traveling, convenient, and free travel marketing system.",Zowoyoo,https://www.crunchbase.com/organization/zowoyoo,"Information Technology, Marketing","Guangzhou, Guangdong, China, Asia",Series B - Zowoyoo,https://www.crunchbase.com/funding_round/zowoyoo-series-b--39ef5572,1,Hongguang Touzi,Early Stage Venture,Hongguang Touzi,Series B,4,20000000,CNY,2993851,,,,30000000,CNY,4568537,Yes,,http://www.zowoyoo.com/,,Late Stage Venture,,"131,055"
2016-08-08,Zhoupu Data is a domestic smart supply chain overall solution and business process service platform.,Zhoupu Data,https://www.crunchbase.com/organization/zhoupu-data,"Information Technology, Supply Chain Management","Daxing, Beijing, China, Asia",Angel Round - Zhoupu Data,https://www.crunchbase.com/funding_round/zhoupu-data-angel--eaf5b14b,1,Frees Fund,Seed,Frees Fund,Angel,2,10000000,CNY,1501503,,,,160000000,CNY,25232676,Yes,,https://www.zhoupu123.com/,,Early Stage Venture,,"132,113"
2016-07-21,NIO is an automotive company that designs and develops electric autonomous vehicles.,NIO,https://www.crunchbase.com/organization/nextev,"Automotive, Autonomous Vehicles, Electric Vehicle, Electronics, Transportation","Shanghai, Shanghai, China, Asia",Series B - NIO,https://www.crunchbase.com/funding_round/nextev-series-b--87560d64,10,"Hillhouse Investment, HOPU Investment Management Company, HSG, IDG Capital, Joy Capital, Lenovo, MSA Capital, Temasek Holdings, Tencent, TPG",Early Stage Venture,"HOPU Investment Management Company, HSG, Joy Capital, Lenovo, Temasek Holdings, TPG",Series B,17,316000000,USD,316000000,,,,10876074605,USD,10876074605,Yes,,https://www.nio.com,$10B+,IPO,,"136,948"
2016-09-01,Xiaopangxiong provides business to business trading platform intended to sell and buy home construction materials.,Xiaopangxiong,https://www.crunchbase.com/organization/xiaopangxiong,"E-Commerce, E-Commerce Platforms, Logistics, Real Estate","Shanghai, Shanghai, China, Asia",Seed Round - Xiaopangxiong,https://www.crunchbase.com/funding_round/xiaopangxiong-seed--fe19edba,1,Qingsong Fund,Seed,,Seed,4,2500000,CNY,374612,,,,418743199,USD,418743199,Yes,,http://www.nmm80.com/,,Late Stage Venture,,"137,109"
2016-09-22,H-Visions is an independent industrial intellectual property platform.,H-Visions,https://www.crunchbase.com/organization/h-visions,"E-Commerce Platforms, Enterprise","Shanghai, Shanghai, China, Asia",Series A - H-Visions,https://www.crunchbase.com/funding_round/h-visions-series-a--25931153,2,"Xiaomiao Langcheng, Zhongyeda",Early Stage Venture,,Series A,4,,,,,,,200000000,CNY,30002675,Yes,,http://www.h-visions.com/,,Late Stage Venture,,"147,239"
