Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2016-03-30,Chehaoduo is an online car trading platform that directly links individual car sellers and buyers.,Chehaoduo,https://www.crunchbase.com/organization/guazi-com,"Automotive, E-Commerce, Online Auctions","Beijing, Beijing, China, Asia",Series A - Chehaoduo,https://www.crunchbase.com/funding_round/guazi-com-series-a--3f0ffe6c,7,"Fengyun Capital, GX Capital, Hike Capital, HSG, Matrix Partners China, Nuoweiqi VC, Welight Capital",Early Stage Venture,"GX Capital, HSG, Matrix Partners China",Series A,9,1484997200,CNY,229527883,750000000,USD,750000000,3849527883,USD,3849527883,Yes,,http://www.guazi.com,$1M to $10M,Late Stage Venture,,"39,455"
2016-03-01,JAKA is a collaborative robot development company focusing on the research and development of robots and smart factories.,JAKA,https://www.crunchbase.com/organization/jaka,"Industrial Automation, Information Services, Robotics","Minhang, Shanghai, China, Asia",Series A - JAKA,https://www.crunchbase.com/funding_round/jaka-series-a--121cbac3,2,"Hejun Capital, Stalagnate Capital",Early Stage Venture,Hejun Capital,Series A,4,15000000,CNY,2289797,,,,175000000,CNY,26663317,Yes,,https://www.jaka.com/,$10M to $50M,Late Stage Venture,,"116,908"
2016-03-02,Haizhi Wangju Internet Technology is a china based company.,Haizhi Wangju Internet Technology,https://www.crunchbase.com/organization/haizhi-wangju-internet-technology,"Big Data, Data Visualization, Mobile","Beijing, Beijing, China, Asia",Series C - Haizhi Wangju Internet Technology,https://www.crunchbase.com/funding_round/haizhi-wangju-internet-technology-series-c--03b63463,3,"IDG Capital, Legend Capital, MSA Capital",Late Stage Venture,Legend Capital,Series C,4,30000000,USD,30000000,220000000,USD,220000000,125397953,USD,125397953,Yes,,http://www.haizhi.com/,$100M to $500M,Late Stage Venture,,"120,369"
2016-04-22,Ant Group strives to enable all consumers and small businesses to have equal access to financial and other services through technology.,Ant Group,https://www.crunchbase.com/organization/ant-group,"Banking, Financial Services, FinTech, Payments","Hangzhou, Zhejiang, China, Asia",Series B - Ant Group,https://www.crunchbase.com/funding_round/ant-group-series-b--c7534906,4,"CCB International, China Development Industrial Bank (CDIB), China Investment Corporation, Primavera Capital Group",Early Stage Venture,China Investment Corporation,Series B,7,4500000000,USD,4500000000,55500000000,USD,55500000000,28500000000,USD,28500000000,Yes,,https://www.antgroup.com,$1B to $10B,Late Stage Venture,,"158,842"
2016-03-01,ImmuQuad Biotechnologies is a leading national high-tech enterprise in the field of immunogenomics (TCR/BCR) technology.,ImmuQuad Biotech,https://www.crunchbase.com/organization/immuquad-biosciences,"Biotechnology, Health Care, Life Science","Hangzhou, Zhejiang, China, Asia",Seed Round - ImmuQuad Biotech,https://www.crunchbase.com/funding_round/immuquad-biosciences-seed--eeb4f648,1,BANGSHI CAPITAL,Seed,,Seed,2,,,,,,,,,,Yes,,http://www.immuquad.com/,Less than $1M,Early Stage Venture,,"166,445"
2016-03-05,A marketing cloud that automates and personalizes marketing campaigns based on journeys of clients.,Convert Lab,https://www.crunchbase.com/organization/convert-lab,"Advertising, Information Technology, Marketing","Pudong, Shandong, China, Asia",Non Equity Assistance - Convert Lab,https://www.crunchbase.com/funding_round/convert-lab-non-equity-assistance--f278c6b1,1,Microsoft Accelerator,,,Non-equity Assistance,2,,,,,,,,,,No,,http://www.convertlab.com,,Late Stage Venture,,"170,359"
2016-03-05,Cipher Gene Tech is a bio medical big data analysis and interpretation platform.,Cipher Gene Tech,https://www.crunchbase.com/organization/cipher-gene-tech,"Developer Tools, Health Care, Information Services","Beijing, Beijing, China, Asia",Non Equity Assistance - Cipher Gene Tech,https://www.crunchbase.com/funding_round/cipher-gene-tech-non-equity-assistance--12ae4652,1,Microsoft Accelerator,,,Non-equity Assistance,4,,,,,,,100000000,CNY,13806624,No,,http://www.ciphergene.com/,$10M to $50M,Late Stage Venture,,"169,858"
2016-04-01,UTRY engages in the R&D and application of intelligent interactive technology.,UTRY,https://www.crunchbase.com/organization/utry,"Information Technology, Software","Hangzhou, Zhejiang, China, Asia",Post-IPO Equity - UTRY,https://www.crunchbase.com/funding_round/utry-post-ipo-equity--28668d2c,13,"Boc International (China), Caitong Asset, CITIC Securities, Dongxing Securities, Everbright Securities, Hua Chang Assets Management, HZTi, Industrial Securities, Robam Industrial Group, Southwest Securities, Wanlian Tianze, Yingda Securities Co., Ltd., Zhongtai Securities",,,Post-IPO Equity,6,77000300,CNY,11893591,,,,171000200,CNY,26874110,Yes,,http://www.utry.cn/,,IPO,,"180,740"
2016-04-14,Ronglian Qimo is a provider of cloud computing and SaaS services.,Ronglian Qimo,https://www.crunchbase.com/organization/ronglian-qimo,"Cloud Computing, Internet, SaaS, Software","Chengdu, Sichuan, China, Asia",Series A - Ronglian Qimo,https://www.crunchbase.com/funding_round/ronglian-qimo-series-a--4b03cc3a,3,"Sequoia Capital, Trustbridge Partners, Yuntongxun",Early Stage Venture,"Sequoia Capital, Yuntongxun",Series A,2,35000000,CNY,5401227,,,,45000000,CNY,7011639,Yes,,https://www.7moor.com/,,Early Stage Venture,1,"202,103"
2016-04-18,YUNCHANGGAME is a mobile phone game development company.,YUNCHANGGAME.COM,https://www.crunchbase.com/organization/yunchanggame-com,"Gaming, Online Games, Software, Video Games","Beijing, Beijing, China, Asia",Post-IPO Equity - YUNCHANGGAME.COM,https://www.crunchbase.com/funding_round/yunchanggame-com-post-ipo-equity--e9411824,21,"Changjiang Securities, China International Fund Management Co., Ltd, China Merchants Securities, CICC Wealth Management, Cinda Securities, First Capital, Goldstate Securities, GREAT WALL GLORY SECURITIES, Guojing Touzi, Guolian Securities, Guotai Junan Securities, Hongjie Jijin, Hongkai Investment, Lianxun Zhengquan, Ruer Touzi, SHANGHAI HUI RONG, Shanghai Ruizhe, TFTR Investment, Tianfeng Securities, Tianxing Capital, Zhongtai Securities",,,Post-IPO Equity,3,100000000,CNY,15443002,,,,100110000,CNY,15460877,Yes,,http://yunchanggame.com/,,IPO,,"203,391"
2016-03-29,"Le Sports, the sports arm of China's leading online video provider, LeEco",Le Sports,https://www.crunchbase.com/organization/le-sports,"Gaming, Sports, Video","Beijing, Beijing, China, Asia",Series B - Le Sports,https://www.crunchbase.com/funding_round/le-sports-series-b--ba692edb,9,"Caissa Tosun Development, China Construction Bank, CICC Capital, HNA Group, Jia Nailiang, Liu Tao, Sun Honglei, Xinpai Capital, Zhongtai Securities",Early Stage Venture,HNA Group,Series B,3,8000000000,CNY,1229498119,13500000000,CNY,2074778076,8800000000,CNY,1358776506,Yes,,http://www.lesports.com/,$1M to $10M,Early Stage Venture,1,"204,637"
2016-05-01,ViaX provides online research-based mentor services and project-based academic courses.,ViaX,https://www.crunchbase.com/organization/viax-cf7a,"E-Learning, Education, Training","Beijing, Beijing, China, Asia",Seed Round - ViaX,https://www.crunchbase.com/funding_round/viax-cf7a-seed--392f4a3a,2,"Blue Elephant Capital, EdBeta Fund",Seed,,Seed,7,,,,,,,11092890,USD,11092890,Yes,,https://www.viax.org/,,Early Stage Venture,,"205,338"
2016-03-14,Ucommune offers co-working space solutions to small-to-medium enterprises.,Ucommune,https://www.crunchbase.com/organization/ucommune,"Coworking, Facility Management, Sharing Economy, Virtual Workforce","Beijing, Beijing, China, Asia",Series A - Ucommune,https://www.crunchbase.com/funding_round/ucommune-series-a--b3bd4afa,5,"China Renaissance, Gaorong Capital, Gopher Asset Management, ShengJing360, ZhenFund",Early Stage Venture,"China Renaissance, Gopher Asset Management",Series A,13,31000000,USD,31000000,,,,802263368,USD,802263368,Yes,,https://www.ucommune.com,$100M to $500M,IPO,,"205,996"
2016-03-18,"MOLBASE is committed to establish the world’s largest integrated platform for chemical e-commerce,",Molbase,https://www.crunchbase.com/organization/molbase,"Chemical, E-Commerce","Shanghai, Shanghai, China, Asia",Series C - Molbase,https://www.crunchbase.com/funding_round/molbase-series-c--8c07f532,5,"High Ground Capital, HSG, Sinovation Ventures, Trustbridge Partners, Vangoo Investment Partners",Late Stage Venture,"HSG, Trustbridge Partners",Series C,4,,,,,,,10000000,USD,10000000,Yes,,http://www.molbase.com,$50M to $100M,IPO,,"206,670"
2016-03-04,Youmi is an industry-leading mobile advertising and marketing platform. Contact : mrk@youmi.net (skype),Youmi,https://www.crunchbase.com/organization/youmi-31e9,"Ad Network, Advertising, Advertising Platforms, Android, App Marketing, Application Performance Management, Marketing, Mobile Advertising, Mobile Apps, Social Media Marketing","Guangzhou, Guangdong, China, Asia",Post-IPO Equity - Youmi,https://www.crunchbase.com/funding_round/youmi-31e9-post-ipo-equity--642ae6e0,18,"Credit Prosperity Fund, First Seafront Fund, Goldtop Investment, Guangdong Haifu Touzi Guanli Youxian Gongsi, Guangzhou Securities, Guolian Securities, Harvest Fund Management, Huatu Capital, Industrial Securities, Jiukun Touzi, Lide Ziben, Mingdao Investment, North Beta Capital, PreIPO, Qinyuan Investment, Shenzhen Capital Group, SooChow Securities, Zhonghe Nongtou Touzi",,,Post-IPO Equity,7,250000000,CNY,38347028,,,,430870000,CNY,67454706,Yes,,https://www.youmi.net/en/,$1M to $10M,IPO,,"207,958"
2016-04-08,Phantom VR is a virtual reality game development company.,Phantom VR,https://www.crunchbase.com/organization/phantom-vr,"Gaming, Information Technology, Virtual Reality","Haidian, Beijing, China, Asia",Angel Round - Phantom VR,https://www.crunchbase.com/funding_round/phantom-vr-angel--42862123,5,"Hejun Capital, Heyi Ziben, Huanwei Shijie, TipCat, Wuxian Enying",Seed,"Hejun Capital, Huanwei Shijie",Angel,1,3000000,CNY,463955,,,,3000000,CNY,463955,Yes,,http://www.phantomvr.com,,Seed,,"211,161"
2016-04-25,Taidu Technology provides e-commerce consumer product development services.,Taidu Technology,https://www.crunchbase.com/organization/taidu-technology,"Gaming, Product Design","Shenzhen, Guangdong, China, Asia",Series A - Taidu Technology,https://www.crunchbase.com/funding_round/taidu-technology-series-a--82ca2ff8,4,"Handuo, Hengxing Ventures, Prometheus Capital, Puju Ventures",Early Stage Venture,"Handuo, Prometheus Capital",Series A,1,7700000,USD,7700000,,,,7700000,USD,7700000,Yes,,http://www.youtaidu.com,,Early Stage Venture,,"215,164"
2016-03-14,Cainiao Logistics is an internet technology company that specializes in platform services for logistics networks.,Cainiao Logistics,https://www.crunchbase.com/organization/cainiao-logistics,"Delivery, Delivery Service, Logistics, Supply Chain Management","Hangzhou, Zhejiang, China, Asia",Series A - Cainiao Logistics,https://www.crunchbase.com/funding_round/cainiao-logistics-series-a--44c8af39,5,"GIC, Khazanah Nasional, Primavera Capital Group, Temasek Holdings, YF Capital",Early Stage Venture,"GIC, Temasek Holdings",Series A,2,10000000000,CNY,1540592296,40000000000,CNY,6162369184,4870592296,USD,4870592296,Yes,,https://www.cainiao.com,$10B+,M&A,,"216,824"
2016-03-14,Moduovr is a virtual reality entertainment content platform.,Moduovr,https://www.crunchbase.com/organization/moduovr,"Content, Media and Entertainment, Virtual Reality","Haidian, Beijing, China, Asia",Angel Round - Moduovr,https://www.crunchbase.com/funding_round/moduovr-angel--0769b9d1,3,"GeekFounders, RF Capital, Zero2IPO Ventures",Seed,"GeekFounders, Zero2IPO Ventures",Angel,2,6000000,CNY,924355,,,,7000000,CNY,1085397,Yes,,http://www.moduovr.com,,Seed,,"218,602"
2016-04-15,Juanpi.com is a Chinese online platform selling discounted consumer products.,Juanpi,https://www.crunchbase.com/organization/juanpi-com,"E-Commerce, Fashion, Internet, Shopping","Wuhan, Hubei, China, Asia",Series C - Juanpi,https://www.crunchbase.com/funding_round/juanpi-com-series-c--ac9a3766,3,"China Merchants Bank, Juren Capital, Tiantu Capital",Late Stage Venture,"China Merchants Bank, Tiantu Capital",Series C,3,600000000,CNY,92625126,910000000,USD,910000000,135701315,USD,135701315,Yes,,http://www.juanpi.com,,Late Stage Venture,,"218,771"
2016-03-07,FXiaoKe is a Chinese provider of mobile management software for sales teams.,FXiaoKe,https://www.crunchbase.com/organization/fxiaoke-com,"Cloud Computing, CRM, Customer Service, Human Resources, Internet, SaaS, Software, Supply Chain Management","Beijing, Beijing, China, Asia",Series E - FXiaoKe,https://www.crunchbase.com/funding_round/fxiaoke-com-series-e--2d5a7f88,5,"CPE, DCM Ventures, Hillhouse Investment, IDG Capital, Northern Light Venture Capital",Late Stage Venture,"Hillhouse Investment, Northern Light Venture Capital",Series E,12,,,,,,,388000000,USD,388000000,Yes,,https://www.fxiaoke.com/,$10M to $50M,,2,"222,158"
2016-03-30,Kunlun Fight is a Chinese sports company,Kunlun Fight,https://www.crunchbase.com/organization/kunlun-fight,"Event Promotion, Events, Fitness, Sports","Beijing, Beijing, China, Asia",Series B - Kunlun Fight,https://www.crunchbase.com/funding_round/kunlun-fight-series-b--28983e4d,4,"5Y Capital, Hongkun Yirun Investment, Northern Light Venture Capital, Qianhai Wutong Mergers and Acquisitions Funds",Early Stage Venture,5Y Capital,Series B,6,,,,500000000,USD,500000000,51712174,USD,51712174,Yes,,http://en.kunlunjue.com,$1M to $10M,Early Stage Venture,1,"226,405"
