Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2018-04-09,WorkTrans is a human resource management software developer based in China.,WorkTrans,https://www.crunchbase.com/organization/worktrans,"Human Resources, Management Consulting, Management Information Systems, Software, Staffing Agency","Shanghai, Shanghai, China, Asia",Series A - WorkTrans,https://www.crunchbase.com/funding_round/worktrans-series-a--f69277a7,2,"DCM Ventures, Lightspeed China Partners",Early Stage Venture,"DCM Ventures, Lightspeed China Partners",Series A,4,15900000,USD,15900000,,,,229415953,USD,229415953,Yes,,https://www.woqu365.com,,Late Stage Venture,1,"83,379"
2018-03-13,Animation and Intellectual Property Operator based in Beijing.,52toys,https://www.crunchbase.com/organization/52toys,"Gaming, Toys","Beijing, Beijing, China, Asia",Series A - 52toys,https://www.crunchbase.com/funding_round/52toys-series-a--5f413180,5,"Atlas Capital, Crystal Stream Capital, Hongdao Capital, Qiming Venture Partners, ShengJing360",Early Stage Venture,Qiming Venture Partners,Series A,4,92320000,CNY,14604591,,,,509320000,CNY,78996551,Yes,,http://www.52toys.com/company/contact,$10M to $50M,Late Stage Venture,1,"85,901"
2018-04-23,CMLabs provides clinical laboratory services.,CMLabs,https://www.crunchbase.com/organization/cmlabs,"Health Care, Health Diagnostics, Medical","Wuhan, Hubei, China, Asia",Series C - CMLabs,https://www.crunchbase.com/funding_round/cmlabs-series-c--81ffbb33,4,"C-Bridge Capital, Hanfor (Beijing) Capital Management, Huatai Health Fund, Qiming Venture Partners",Late Stage Venture,Qiming Venture Partners,Series C,4,15900000,USD,15900000,,,,80852256,USD,80852256,Yes,,http://www.cmlabs.com.cn/,$10M to $50M,Late Stage Venture,3,"86,046"
2018-04-06,Ausnutria Dairy is a leading dairy industry company with production facilities principally based in the Netherlands.,Ausnutria Dairy,https://www.crunchbase.com/organization/ausnutria-dairy,"Food and Beverage, Food Processing, Industrial","Changshan, Hunan, China, Asia",Private Equity Round - Ausnutria Dairy,https://www.crunchbase.com/funding_round/ausnutria-dairy-private-equity--5ab20ade,2,"CITIC Agriculture, CITIC Limited",Private Equity,"CITIC Agriculture, CITIC Limited",Private Equity,2,250000000,USD,250000000,,,,250000000,USD,250000000,Yes,,http://www.ausnutria.com,,,,"86,387"
2018-04-23,Weimob a WeChat-based CRM solution provider that helps businesses to build m-commerce platforms on WeChat at lower costs. ,Weimob,https://www.crunchbase.com/organization/weimob,"CRM, E-Commerce, Enterprise Software, Marketing, SaaS, Social Network, Software","Shanghai, Shanghai, China, Asia",Series D - Weimob,https://www.crunchbase.com/funding_round/weimob-series-d--d9490e35,8,"Bohai Industrial Investment Fund Management, Estar Capital, FTZ Fund, Oriental Fortune Capital, PreIPO, Shanghai GuoHe Capital, SIG China (SIG Asia Investments), Zhejiang Paradise",Late Stage Venture,"FTZ Fund, Shanghai GuoHe Capital, Zhejiang Paradise",Series D,7,160300000,USD,160300000,,,,674145072,USD,674145072,Yes,,http://weimob.com,$100M to $500M,IPO,,"99,616"
2018-03-21,Edianyun is an enterprise IT and office desktop leasing company.,Edianyun,https://www.crunchbase.com/organization/edianzu,"Enterprise, Information Technology, Internet","Beijing, Beijing, China, Asia",Series C - Edianyun,https://www.crunchbase.com/funding_round/edianzu-series-c--13600bb2,5,"Hongtai Capital Holdings, Legend Holdings, Matrix Partners China, Shunwei Capital, Source Code Capital",Late Stage Venture,Source Code Capital,Series C,9,32000000,USD,32000000,168000000,USD,168000000,202382092,USD,202382092,Yes,,http://www.edianzu.cn/,$100M to $500M,Late Stage Venture,,"111,175"
2018-04-27,Wuxi Vision Pro is an emerging in ophthalmic materials and devices.,Wuxi Vision Pro,https://www.crunchbase.com/organization/wuxi-vision-pro-ltd,"Biotechnology, Hospital, Manufacturing, Medical Device","Wuxi, Anhui, China, Asia",Series B - Wuxi Vision Pro,https://www.crunchbase.com/funding_round/wuxi-vision-pro-ltd-series-b--2840b55d,2,"Qiming Venture Partners, Shanghai Ruijian Capital Management Co.",Early Stage Venture,Qiming Venture Partners,Series B,3,80000000,CNY,12633241,,,,25413241,USD,25413241,Yes,,https://wx-visionpro.com/,$1M to $10M,,2,"112,536"
2018-03-02,SoupMaster is a Chinese restaurant chain and retail brand.,SoupMaster,https://www.crunchbase.com/organization/soupmaster,"Food and Beverage, Restaurants, Retail","Shanghai, Shanghai, China, Asia",Series A - SoupMaster,https://www.crunchbase.com/funding_round/soupmaster-series-a--f54aef8f,5,"IDG Capital, Li Kanglin, Light-Up Capital, Lightspeed China Partners, ZhenFund",Early Stage Venture,IDG Capital,Series A,4,,,,,,,,,,Yes,,https://www.soupmaster.com.cn,,Early Stage Venture,,"113,293"
2018-03-26,A Chinese web drama and online movie producer.,Tmeng.cn,https://www.crunchbase.com/organization/tmeng-cn,"Film, Film Production, Internet, Video, Video Streaming","Beijing, Beijing, China, Asia",Series B - Tmeng.cn,https://www.crunchbase.com/funding_round/tmeng-cn-series-b--7fa6a91c,4,"Baidu Video, Coocaa, Delta Capital, Skyworth",Early Stage Venture,Delta Capital,Series B,3,40000000,CNY,6376433,,,,19876433,USD,19876433,Yes,,http://www.tmeng.cn/,$1M to $10M,Late Stage Venture,,"113,635"
2018-03-02,RobotPlusPlus is a technology company developing robots for working at height.,ROBOT++,https://www.crunchbase.com/organization/robot-ace5,"Artificial Intelligence (AI), Industrial, Robotics","Beijing, Beijing, China, Asia",Angel Round - ROBOT++,https://www.crunchbase.com/funding_round/robot-ace5-angel--31ad7690,3,"Eagles Fund, Panda Capital, TusStar",Seed,Panda Capital,Angel,5,10000000,CNY,1575262,,,,24529402,USD,24529402,Yes,,http://www.robotplusplus.com,$10M to $50M,Early Stage Venture,1,"114,844"
