Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2013-09-01,ByteDance is a technology company that develops content creation platforms and services.,ByteDance,https://www.crunchbase.com/organization/bytedance,"Content, Data Mining, Internet, Social Media","Beijing, Beijing, China, Asia",Series B - ByteDance,https://www.crunchbase.com/funding_round/bytedance-series-b--51970cb2,2,"DST Global, Minyin International",Early Stage Venture,"DST Global, Minyin International",Series B,14,,,,,,,9505000000,USD,9505000000,Yes,,http://bytedance.com,$10B+,Private Equity,1,"81,803"
2013-09-01,Heneng Habitat Technology provides whole-house prefabricated decoration technology service.,Heneng Habitat Technology,https://www.crunchbase.com/organization/heneng-habitat-technology,"Architecture, Construction, Home Improvement","Beijing, Beijing, China, Asia",Series A - Heneng Habitat Technology,https://www.crunchbase.com/funding_round/heneng-habitat-technology-series-a--04b9178f,5,"CDB Science and Technology Innovation, Qianhai Fund of Funds, Share Capital, Taiyou Fund, Tianchuang Capital",Early Stage Venture,,Series A,3,,,,,,,,,,Yes,,http://www.henenghome.com,,,,"120,975"
2013-07-01,"Wenjuan.com is an online survey platform focused on questionnaire establishment, distribution, management, analysis services and more.",Wenjuan.com,https://www.crunchbase.com/organization/wenjuan-com,"Analytics, Internet, Software","Shanghai, Shanghai, China, Asia",Series A - Wenjuan.com,https://www.crunchbase.com/funding_round/wenjuan-com-series-a--86300fe5,1,Legend Star,Early Stage Venture,Legend Star,Series A,4,10000000,CNY,1627913,,,,55139349,USD,55139349,Yes,,http://www.wenjuan.com,$1M to $10M,Late Stage Venture,,"132,773"
2014-01-01,ImbaTV is a game-related video content distribution platform for game enthusiasts.,ImbaTV,https://www.crunchbase.com/organization/imbatv,"Content, Gaming, Video Games","Shanghai, Shanghai, China, Asia",Seed Round - ImbaTV,https://www.crunchbase.com/funding_round/imbatv-seed--4e2ab818,1,Sinovation Ventures,Seed,,Seed,5,,,,,,,17000000,USD,17000000,Yes,,http://www.imbatv.cn/,Less than $1M,,,"146,834"
2014-01-01,GYENNO Technologies is a digital health company developing medical devices for people with disabilities.,GYENNO Technologies,https://www.crunchbase.com/organization/gyenno-technologies,"Health Care, Medical, Medical Device","Shenzhen, Guangdong, China, Asia",Angel Round - GYENNO Technologies,https://www.crunchbase.com/funding_round/gyenno-technologies-angel--2eac4c2b,2,"Baoan Zichan Guanli, China Venture Capital",Seed,,Angel,5,3000000,CNY,494609,,,,138000000,CNY,21396216,Yes,,https://www.gyenno.com/,,Early Stage Venture,,"164,400"
2013-08-15,S-Game is a game content production company.,S-Game,https://www.crunchbase.com/organization/s-game,"Gaming, Information Technology, Online Games","Haidian, Beijing, China, Asia",Series A - S-Game,https://www.crunchbase.com/funding_round/s-game-series-a--da4c7a55,2,"ACG Qingbao She, ZhenFund",Early Stage Venture,,Series A,3,3000000,USD,3000000,,,,5872119,USD,5872119,Yes,,http://www.s-game.cn/,,,,"164,649"
2013-10-08,Lanran offers fluid separation services and industrial wastewater treatment using electrodialysist technology.,Lanran,https://www.crunchbase.com/organization/lanran,"Waste Management, Water, Water Purification","Hangzhou, Zhejiang, China, Asia",Series A - Lanran,https://www.crunchbase.com/funding_round/lanran-series-a--32ad472b,1,CrestValue,Early Stage Venture,,Series A,3,,,,,,,,,,Yes,,http://www.lanran.com.cn/,,Late Stage Venture,,"165,687"
2013-10-22,"Hangzhou DAC Biotech Co., Ltd focuses on developing conjugate of monoclonal antibody and small molecular cytotoxic drugs.","Hangzhou DAC Biotech Co., Ltd",https://www.crunchbase.com/organization/hangzhou-dac-biotech-co-ltd,"Biotechnology, Health Care, Medical","Hangzhou, Zhejiang, China, Asia","Seed Round - Hangzhou DAC Biotech Co., Ltd",https://www.crunchbase.com/funding_round/hangzhou-dac-biotech-co-ltd-seed--35940ec8,1,Jinji Yiyao Touzi,Seed,,Seed,5,1000000,CNY,163978,,,,1111000000,CNY,171706095,Yes,,http://www.dacbiotech.com/,,Late Stage Venture,,"209,748"
2014-01-01,GeneMind Biosciences is a domestic third-generation single-molecule gene sequencing system.,GeneMind Biosciences,https://www.crunchbase.com/organization/gene-mind,"Biotechnology, Genetics, Life Science","Guandong, Jiangxi, China, Asia",Venture Round - GeneMind Biosciences,https://www.crunchbase.com/funding_round/gene-mind-series-unknown--b2b54c4b,1,Tengye Ventures,,,Venture - Series Unknown,4,,,,,,,820000000,CNY,114674225,Yes,,http://www.genemind.com,$10M to $50M,,,"212,858"
2013-08-05,Shenogen Pharma Group is a drug discovery and development company.,Shenogen Pharma Group,https://www.crunchbase.com/organization/shenogen-pharma-group,"Biotechnology, Health Care, Pharmaceutical","Beijing, Beijing, China, Asia",Series C - Shenogen Pharma Group,https://www.crunchbase.com/funding_round/shenogen-pharma-group-series-c--f5ee8edb,7,"IDG Capital, IDG-Accel China Growth Fund, Lapam Capital, Legend Capital, Qiming Venture Partners, Shenzhen Capital Group, Tianjin Venture Capital",Late Stage Venture,"Legend Capital, Qiming Venture Partners",Series C,5,20000000,USD,20000000,,,,102480000,USD,102480000,Yes,,http://www.shenogen.com.cn/_d276342769.htm,,Late Stage Venture,1,"216,107"
