Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2016-11-23,REFLOWER is a flower subscription e-commerce company,REFLOWER,https://www.crunchbase.com/organization/reflower,"B2C, E-Commerce, Flowers","Beijing, Beijing, China, Asia",Seed Round - REFLOWER,https://www.crunchbase.com/funding_round/reflower-seed--a7dd8d6b,4,"Crystal Stream Capital, Cyanhill Capital, Plum Ventures, YuanYuan Gao",Seed,Cyanhill Capital,Seed,4,,,,,,,103000000,CNY,15221042,Yes,,http://www.reflower.com.cn,Less than $1M,Late Stage Venture,,"116,237"
2016-11-04,YUETU CORP is engaged in travel scenarios and values reconstruction.,YUETU CORP,https://www.crunchbase.com/organization/yuetu-corp,"Construction, Transportation, Travel","Guangzhou, Guangdong, China, Asia",Venture Round - YUETU CORP,https://www.crunchbase.com/funding_round/yuetu-corp-series-unknown--4b21df75,1,Zhejiang Leo,,,Venture - Series Unknown,2,27000000,CNY,3996219,,,,127000000,CNY,17751756,Yes,,https://yuetuvip.com,,Early Stage Venture,,"128,296"
2016-11-01,"VIWOR focuses on research in the field of product data, business applications, and market-oriented operation.",VIWOR,https://www.crunchbase.com/organization/viwor,"Consulting, Internet, Technical Support","Beijing, Beijing, China, Asia",Seed Round - VIWOR,https://www.crunchbase.com/funding_round/viwor-seed--7204a6be,1,Galaxy Internet,Seed,Galaxy Internet,Seed,3,3000000,CNY,443246,,,,16000000,CNY,2501426,Yes,,https://www.viwor.net,,Early Stage Venture,,"132,577"
2016-12-15,YOYOSYS provides research and development services in cloud computing and big data core technologies.,YOYOSYS,https://www.crunchbase.com/organization/yoyosys,"Big Data, Cloud Computing, Information Technology","Beijing, Beijing, China, Asia",Series C - YOYOSYS,https://www.crunchbase.com/funding_round/yoyosys-series-c--1837a4c7,1,Guochuang Chenggu,Late Stage Venture,Guochuang Chenggu,Series C,5,30000000,CNY,4326417,,,,16762140,USD,16762140,Yes,,https://www.yoyosys.com/,,Early Stage Venture,,"132,602"
2016-11-15,"TSC is a manufacturer of metal sheet metal forming, composite material processing, mechanical processing, and precision assembly.",TSC,https://www.crunchbase.com/organization/tsc,"Laser, Manufacturing","Changping, Beijing, China, Asia",Series A - TSC,https://www.crunchbase.com/funding_round/tsc-series-a--b51850ce,2,"Fortune Venture Capital, Yunji Investment",Early Stage Venture,,Series A,4,10000000,CNY,1458563,,,,590000000,CNY,87879558,Yes,,http://tsc-bj.com,,,,"164,358"
2016-11-01,Igenesis is a biotechnology company that provides molecular diagnostic technologies.,Igenesis,https://www.crunchbase.com/organization/igenesis,"AgTech, Biotechnology, Genetics, Test and Measurement","Shanghai, Shanghai, China, Asia",Series A - Igenesis,https://www.crunchbase.com/funding_round/igenesis-series-a--ccb2ae29,1,BIOCHING CAPITAL,Early Stage Venture,,Series A,5,,,,,,,250000000,CNY,37295797,Yes,,http://www.igenesisbio.com,,Late Stage Venture,,"167,824"
2016-11-23,"HUAHUI TECHNOLOGY is a software, information technology, and cloud computing services company.",HUAHUI TECHNOLOGY,https://www.crunchbase.com/organization/huahui-technology,"Cloud Computing, Information Technology, Software","Longhua, Guangdong, China, Asia",Angel Round - HUAHUI TECHNOLOGY,https://www.crunchbase.com/funding_round/huahui-technology-angel--ba754d2a,1,Jiugu Keji,Seed,,Angel,5,3000000,CNY,433910,,,,108000000,CNY,16651336,Yes,,http://www.huahuiholdings.com/,,Early Stage Venture,,"170,202"
2016-12-16,Archosaur Games is a mobile game development company.,Archosaur Games (Zulong Entertainment),https://www.crunchbase.com/organization/archosaur-games,"Gaming, Information Technology, Mobile","Beijing, Beijing, China, Asia",Series B - Archosaur Games (Zulong Entertainment),https://www.crunchbase.com/funding_round/archosaur-games-series-b--c8a3e5c1,1,Tengxun Touzi,Early Stage Venture,Tengxun Touzi,Series B,3,20000000,CNY,2876573,,,,64565123,USD,64565123,Yes,,http://www.zulong.com/,,IPO,,"180,113"
2016-12-20,Kaiyun Motors creates intelligent commercial vehicles that improve logistics and transportation.,Kaiyun Motors,https://www.crunchbase.com/organization/kaiyun-motors,"Automotive, Manufacturing, Sales","Beijing, Beijing, China, Asia",Seed Round - Kaiyun Motors,https://www.crunchbase.com/funding_round/kaiyun-motors-seed--45ccc697,2,"China Renaissance, Panda Capital",Seed,,Seed,2,100000000,CNY,14386833,,,,150000000,CNY,21483159,Yes,,http://www.kaiyunmotors.com/,,,1,"182,766"
2016-12-27,"CHINA DRAGON SECURITIES provides brokerage, investment consulting, securities, and asset management services.",CHINA DRAGON SECURITIES,https://www.crunchbase.com/organization/china-dragon-securities,"Asset Management, Financial Services, Risk Management, Trading Platform","Lanzhou, Gansu, China, Asia",Post-IPO Equity - CHINA DRAGON SECURITIES,https://www.crunchbase.com/funding_round/china-dragon-securities-post-ipo-equity--40270ffb,39,"Ahcof Holdings, Beijing Yinhe Hanhai Touzi Guanli Youxian Gongsi, Caitong Guoyou Zichan, Dingtai Haifu, Donlim Kitchen Group, Duzhe, Foryon Asset, Gansu Guotou, Gansu Longshenrongfa Pharmaceutical Industry, Gansu Xinye Assets Marketing, Gonghanglu Jituan, Haijixing Medical, Heda Zhiye, Houyang Fangsheng, Industrial Securities, Jiangsu Chengxing Phosph-Chemical, Jinglong, Jinshi Investment, Lanzhou Investment Group, Lingyan Ziben, Nanquan Group, Newland Group, Puyun Zichan, Qianhai Ruishi Growth, Ruixin Guquan Touzi, Shaanxisheng Chanye Touzi, Shandong State-owned Assets Investment Holding, Shanongshang (Shanghai) Zichan Guanli Youxian Gongsi, Share Capital, Shengda Resources, Shenzhen Xingrun Zichan Guanli Youxian Gongsi, Tongchuan Panshi Equity Investment Fund Management, Tunghsu Group, Xijiang Chuangtou, Yinghan Touzi, Yongxin Group, Yougli Group, Zhongcheng Ziben, Zhongtian Group",,,Post-IPO Equity,6,9622000000,CNY,1383962603,,,,10392900000,CNY,1507486500,Yes,,http://www.hlzq.com/,,IPO,,"182,790"
