Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2020-04-27,"Viewtrix Technology develops display driver chips and circuit boards, supporting various types of OLED display screens.",Viewtrix Technology,https://www.crunchbase.com/organization/viewtrix-technology,"Developer Platform, Product Research","Shenzhen, Guangdong, China, Asia",Series C - Viewtrix Technology,https://www.crunchbase.com/funding_round/viewtrix-technology-series-c--f608e1f4,5,"AVIC Trust, Northern Light Venture Capital, Qiming Venture Partners, Qualcomm, Xiaomi",Late Stage Venture,Qiming Venture Partners,Series C,11,28300000,USD,28300000,,,,101909936,USD,101909936,Yes,,https://www.viewtrixtech.com/,,,,"23,774"
2020-06-08,"Norson Biotechnology produces edible probiotic powders, fermented lactic acid bacteria beverages, and other products.",Norson Biotechnology,https://www.crunchbase.com/organization/norson-biotechnology,"Biotechnology, Consumer Goods, Product Research","Pingdu, Shandong, China, Asia",Series B - Norson Biotechnology,https://www.crunchbase.com/funding_round/norson-biotechnology-series-b--f1616d69,11,"China Merchants Securities, DT Capital Partners, Horus Capital, Huajin Capital, Ligong investment, OrbiMed, Qiandao Fund, Sunshine Insurance Group, Xinzhen Tianying Fund, Yantai Financial Investment Holding, Yuanchuang Investment Management",Early Stage Venture,DT Capital Partners,Series B,2,500000000,CNY,70708356,,,,900000000,CNY,132050052,Yes,,http://www.norson-bio.com,,Early Stage Venture,,"28,778"
2020-06-08,ESWIN Computing provides research and development of RISC-V computing architecture.,ESWIN Computing,https://www.crunchbase.com/organization/eswin-computing,"Electronics, Industrial, Industrial Engineering, Information and Communications Technology (ICT), Manufacturing","Beijing, Beijing, China, Asia",Series B - ESWIN Computing,https://www.crunchbase.com/funding_round/eswin-computing-series-b--0726aae0,11,"Beijing Singularity Power Investment Fund, Broad Vision Funds, Guangyuan Investment, Haining Industrial Investment Group, Haining Juanhu Dream Technology Fund, IDG Capital, Legend Capital, Lighthouse Capital Management, MultiGo Capital, RiverHead Capital, Triniti Capital",Early Stage Venture,"IDG Capital, Legend Capital",Series B,5,2000000000,CNY,282833425,8000000000,CNY,1131333701,7500000000,CNY,1096378693,Yes,,https://www.eswincomputing.com,,Private Equity,2,"38,586"
2020-05-06,Novaco Microelectronics is a RF and microwave integrated circuits developer.,Novaco Microelectronics,https://www.crunchbase.com/organization/novaco-microelectronics,Hardware,"Nantong, Jiangsu, China, Asia",Series A - Novaco Microelectronics,https://www.crunchbase.com/funding_round/novaco-microelectronics-series-a--b2542be3,5,"Galaxy Capital, Glory Ventures, Sharewin Investment, Topping Capital, Winreal Investment",Early Stage Venture,"Glory Ventures, Winreal Investment",Series A,2,,,,,,,50000000,CNY,7074537,Yes,,http://www.novacoic.com,,Early Stage Venture,,"53,588"
2020-05-28,MGI Tech focuses on developing and promoting advanced life science tools for future healthcare.,MGI Tech,https://www.crunchbase.com/organization/mgi-tech,"Biotechnology, Health Care, Life Science, Medical","Shenzhen, Guangdong, China, Asia",Series B - MGI Tech,https://www.crunchbase.com/funding_round/mgi-tech-series-b--2bc86fe2,11,"BGI Co-Win, CITIC Securities, Cornerstone Capital, CPE Capital, Dinghang Capital, Green Pine Capital Partners, Guofang Capital, Huasheng Capital, Huatai Zijin Investment, IDG Capital, Titanium Capital",Early Stage Venture,"Huasheng Capital, IDG Capital",Series B,3,1000000000,USD,1000000000,,,,1200000000,USD,1200000000,Yes,,https://en.mgitech.cn,$100M to $500M,IPO,,"56,255"
2020-01-07,Datacloak is an integrated solution for the core needs of data security and privacy protection for medium and large enterprises.,Datacloak,https://www.crunchbase.com/organization/datacloak,"Cyber Security, Information Technology, Security, Software","Shenzhen, Guangdong, China, Asia",Series A - Datacloak,https://www.crunchbase.com/funding_round/datacloak-series-a--1692a87f,4,"Co-Stone Venture Capital, Green Pine Capital Partners, Jeneration Capital, Matrix Partners China",Early Stage Venture,"Co-Stone Venture Capital, Green Pine Capital Partners, Jeneration Capital",Series A,4,13000000,USD,13000000,,,,96000000,USD,96000000,Yes,,http://www.datacloak.com,$10M to $50M,Early Stage Venture,,"56,842"
2020-04-03,"Intellifusion develops a vision processor for purposes such as public safety, supercomputing, and AI.",Intellifusion,https://www.crunchbase.com/organization/intellifusion,"Artificial Intelligence (AI), Computer Vision, Facial Recognition, Software","Shenzhen, Guangdong, China, Asia",Series C - Intellifusion,https://www.crunchbase.com/funding_round/intellifusion-series-c--ffebd491,13,"BOC & Utrust Private Equity Fund Management, BOCOM International, CCB International, Forebright Capital, Guangdong Finance Fund, HCSD Capital, Shenzhen Daily, Sirius Capital, SUVC, Topping Capital, Tsinghua Holdings Capital, Utrust VC, Walden International",Late Stage Venture,"Forebright Capital, Guangdong Finance Fund, Utrust VC, Walden International",Series C,5,1000000000,CNY,140997984,,,,1208000000,CNY,172565640,Yes,,http://www.intellif.com,$50M to $100M,IPO,,"59,823"
2020-05-08,Sanbo Brain Hospital is a neurology-related therapy provider.,Sanbo Brain Hospital,https://www.crunchbase.com/organization/sanbo-brain-hospital,"Health Care, Hospital","Beijing, Beijing, China, Asia",Series B - Sanbo Brain Hospital,https://www.crunchbase.com/funding_round/sanbo-brain-hospital-series-b--7068a151,6,"Binghong Capital, CEC Capital, GF Xinde Investment Management, Hongding Investment, Pudong Venture Capital, Taikang Asset",Early Stage Venture,Taikang Asset,Series B,2,800000000,CNY,113088591,,,,800000000,CNY,113088591,Yes,,http://sbnk.cn/,$1M to $10M,Early Stage Venture,2,"60,542"
2020-04-21,Dingding Xianshi is a fresh food supply and distribution service platform.,Dingding Xianshi,https://www.crunchbase.com/organization/dingding-xianshi,"Food and Beverage, Food Delivery, Food Processing","Beijing, Beijing, China, Asia",Series B - Dingding Xianshi,https://www.crunchbase.com/funding_round/dingding-xianshi-series-b--a7401140,6,"Hidden Hill Capital, Jiawei Gan, Junchuan Ziben, Sansheng Venture Capital, Toutoushidao Capital, Zhongjin Wenhua Xiaofei Jijin",Early Stage Venture,"Junchuan Ziben, Zhongjin Wenhua Xiaofei Jijin",Series B,2,100000000,CNY,14140671,,,,200000000,CNY,28553193,Yes,,http://www.xiaofangui.shop,,Early Stage Venture,,"61,036"
2020-07-01,CF PharmTech is a specialty pharmaceutical company that develops and manufactures inhalation products.,CF PharmTech,https://www.crunchbase.com/organization/cf-pharmtech,"Health Care, Manufacturing, Pharmaceutical","Suzhou, Jiangsu, China, Asia",Series F - CF PharmTech,https://www.crunchbase.com/funding_round/cf-pharmtech-series-f--61341199,9,"BioTrack Capital, CICC Qichen, CICC Qide, GP M&A Fund, Ningbo Meishan Baoshuigang Wosheng Touzi, Passion Capital, Peter Watson Investments, SAIC Venture Capital, YuanMing Capital",Late Stage Venture,BioTrack Capital,Series F,4,360000000,CNY,50910737,,,,206386380,USD,206386380,Yes,,http://www.cfpharmtech.com/,$1M to $10M,Late Stage Venture,1,"61,947"
