Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2018-02-06,"Founded in 2009, Chinese leading eye-tracking hardware software solution company",7Invensun Technology,https://www.crunchbase.com/organization/7invensun,"Personal Health, Product Research, Virtual Reality","Haidian, Beijing, China, Asia",Series C - 7Invensun Technology,https://www.crunchbase.com/funding_round/7invensun-series-c--45de123a,5,"CAS Investment Management, Certain Capital, Hangzhou Daosheng, National SME Development Fund, ZGC Group",Late Stage Venture,"Certain Capital, National SME Development Fund",Series C,4,,,,,,,15000000,USD,15000000,Yes,,http://7invensun.com/,$10M to $50M,Late Stage Venture,,"59,169"
2018-01-18,Xiaopeng Motors is an electric vehicle and technology company that designs and manufactures intelligent mobility solutions.,Xpeng Motors,https://www.crunchbase.com/organization/xiaopeng-motors,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","Guangzhou, Guangdong, China, Asia",Series B - Xpeng Motors,https://www.crunchbase.com/funding_round/xiaopeng-motors-series-b--aa35654e,9,"5Y Capital, Alibaba Group, Apoletto Managers, CICC, Foxconn Technology Group, GGV Capital, IDG Capital, Matrix Partners China, YF Capital",Early Stage Venture,"Alibaba Group, Foxconn Technology Group, IDG Capital",Series B,11,2200000000,CNY,342639100,1250000000,USD,1250000000,6408970886,USD,6408970886,Yes,,https://www.xiaopeng.com,$1B to $10B,IPO,2,"64,346"
2018-01-18,Aqrose Technology is a China-based company that applies machine vision and machine learning technology into industrial automation.,Aqrose Technology,https://www.crunchbase.com/organization/aqrose-technology,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Software","Beijing, Beijing, China, Asia",Series A - Aqrose Technology,https://www.crunchbase.com/funding_round/aqrose-technology-series-a--708fe69e,5,"Baidu Ventures, DCM Ventures, Innoangel Fund, Long Capital, Powercloud Venture Capital",Early Stage Venture,"Baidu Ventures, DCM Ventures",Series A,4,8000000,USD,8000000,,,,38000000,USD,38000000,Yes,,http://aqrose.com/,,Early Stage Venture,,"75,244"
2018-01-04,"Kingsoft Cloud is a platform for businesses and developers, providing online cloud storage and cloud distribution services.",Kingsoft Cloud,https://www.crunchbase.com/organization/kingsoft-cloud,"Cloud Computing, Cloud Infrastructure, Internet, Web Hosting","Beijing, Beijing, China, Asia",Series D - Kingsoft Cloud,https://www.crunchbase.com/funding_round/kingsoft-cloud-series-d--b0106f11,4,"Beijing Liyue Jinshi Investment Center (LP), Forebright Capital, Kingsoft, Shunwei Capital",Late Stage Venture,"Beijing Liyue Jinshi Investment Center (LP), Forebright Capital, Shunwei Capital",Series D,10,220000000,USD,220000000,1880000000,USD,1880000000,968480000,USD,968480000,Yes,,http://en.ksyun.com/,$1B to $10B,IPO,,"84,925"
2017-12-27,Global Power Technologies (GPT) is the manufacturer of Silicon Carbide third-generation semiconductors.,Global Power Technologies,https://www.crunchbase.com/organization/global-power-technologies-48a9,"Manufacturing, Semiconductor","Beijing, Beijing, China, Asia",Series B - Global Power Technologies,https://www.crunchbase.com/funding_round/global-power-technologies-48a9-series-b--765d2ae9,1,CM Venture Capital,Early Stage Venture,CM Venture Capital,Series B,4,100000000,CNY,15254483,,,,100000000,CNY,15254483,Yes,,https://globalpowertech.cn/,$1M to $10M,Late Stage Venture,,"87,882"
2018-02-07,Commsat is a low-track small satellite constellation operator based in China.,Commsat,https://www.crunchbase.com/organization/commsat,"Aerospace, Internet of Things, Satellite Communication","Beijing, Beijing, China, Asia",Series A - Commsat,https://www.crunchbase.com/funding_round/commsat-series-a--31d6ef87,4,"CAS Star, Junzi Capital Engineering, Qixi Capital, SkyChee Ventures",Early Stage Venture,"Junzi Capital Engineering, SkyChee Ventures",Series A,7,16000000,USD,16000000,,,,68420559,USD,68420559,Yes,,http://www.commsat.cn,Less than $1M,,,"112,825"
2018-02-01,Minicoffee is an internet company that develops and operates smart coffee terminal equipment for companies,Minicoffee,https://www.crunchbase.com/organization/minicoffee,"Coffee, Food and Beverage, Manufacturing","Beijing, Beijing, China, Asia",Series A - Minicoffee,https://www.crunchbase.com/funding_round/minicoffee-series-a--3a0220f5,3,"Dark Horse Ventures, Fengyun Capital, Grit Ventures",Early Stage Venture,,Series A,2,,,,,,,448000000,CNY,62865723,Yes,,https://www.xiaokacoffee.com,,Early Stage Venture,,"113,130"
2018-01-01,China Reserve National Energy is a developer of air energy storage technology.,China Reserve National Energy,https://www.crunchbase.com/organization/china-reserve-national-energy,"Energy, Energy Management, Energy Storage, Industrial","Haidian, Beijing, China, Asia",Angel Round - China Reserve National Energy,https://www.crunchbase.com/funding_round/china-reserve-national-energy-angel--201f4888,1,Huirong Deyun Investment,Seed,,Angel,2,,,,,,,1000000000,CNY,141376727,Yes,,https://www.caes.store/,,Early Stage Venture,,"113,625"
2018-01-30,Ma Shang Ying is a data technology company that provides retail measurement services for FMCG brands.,WinWin Network,https://www.crunchbase.com/organization/ma-shang-ying,"Enterprise Resource Planning (ERP), Management Consulting, Retail","Beijing, Beijing, China, Asia",Series A - WinWin Network,https://www.crunchbase.com/funding_round/ma-shang-ying-series-a--9e9ac94e,3,"58.com, Cheetah Mobile, Sinovation Ventures",Early Stage Venture,Cheetah Mobile,Series A,3,20000000,CNY,3163931,,,,23000000,CNY,3627335,Yes,,http://www.winwin-inc.com/,,Early Stage Venture,,"120,253"
2018-01-04,Aqara develops and designs hardware and software solutions for the home.,Aqara,https://www.crunchbase.com/organization/lumi-united-technology,"Home Services, Internet of Things, Smart Home, Software","Shenzhen, Guangdong, China, Asia",Series B - Aqara,https://www.crunchbase.com/funding_round/lumi-united-technology-series-b--5313c7ff,2,"Cathay Capital, Lanting Capital",Early Stage Venture,Cathay Capital,Series B,6,100000000,CNY,15398237,,,,271846242,USD,271846242,Yes,,https://www.aqara.com/en/home.html,$100M to $500M,Late Stage Venture,1,"120,398"
2017-12-29,DGene is a virtual reality solution provider.,DGene,https://www.crunchbase.com/organization/dgene-digital-technology,"Augmented Reality, Computer Vision, Virtual Reality","Shanghai, Shanghai, China, Asia",Seed Round - DGene,https://www.crunchbase.com/funding_round/dgene-digital-technology-seed--64157ee9,3,"Alibaba Group, GSR Ventures, SAIF Partners",Seed,Alibaba Group,Seed,5,,,,,,,41326887,USD,41326887,Yes,,https://www.dgene.com/,$10M to $50M,Early Stage Venture,,"120,441"
2017-12-20,LP Pharmaceuticals is a pharmaceutical company.,LP Pharmaceuticals,https://www.crunchbase.com/organization/lp-pharmaceutical,"Biopharma, Delivery, Health Care, Pharmaceutical","Xiamen, Fujian, China, Asia",Series B - LP Pharmaceuticals,https://www.crunchbase.com/funding_round/lp-pharmaceutical-series-b--50170b61,3,"CMB International Capital Corporation, SDIC Fund Management, Zhangzhou Pientzehuang Pharmaceutical",Early Stage Venture,SDIC Fund Management,Series B,3,30000000,USD,30000000,,,,102000000,USD,102000000,Yes,,http://www.lppharma.com/en/,,Late Stage Venture,,"120,348"
2018-02-05,"Data Analytics, Cash Flow Analytics, Accounting Automation, Auditing Automation",Xencio Data Technology,https://www.crunchbase.com/organization/xencio-data-technology-ltd,"Payments, Robotics","Shanghai, Shanghai, China, Asia",Angel Round - Xencio Data Technology,https://www.crunchbase.com/funding_round/xencio-data-technology-ltd-angel--8c1d89e2,1,Cloud Angel Fund,Seed,Cloud Angel Fund,Angel,4,,,,,,,25000000,CNY,3552903,Yes,,http://www.xencio.com,$1M to $10M,Early Stage Venture,1,"122,218"
