Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2016-01-01,"VSPN is a provider of esports media with offerings such as tournaments, content and marketing.",VSPN,https://www.crunchbase.com/organization/vspn,"eSports, Gaming, Online Games","Shanghai, Shanghai, China, Asia",Series A - VSPN,https://www.crunchbase.com/funding_round/vspn-series-a--79c1bbc5,5,"Focus Media, Guangdian Capital, HSG, Jiansheng Sports Fund, Yongtong Fund",Early Stage Venture,Focus Media,Series A,6,,,,,,,422363899,USD,422363899,Yes,,http://www.vspn.com,$100M to $500M,Late Stage Venture,,"64,009"
2016-02-01,Coherent Biopharma is a pahrmaceutical based agency.,Coherent Biopharma,https://www.crunchbase.com/organization/coherent-biopharma,"Biopharma, Business Development, Pharmaceutical","Suzhou, Jiangsu, China, Asia",Series A - Coherent Biopharma,https://www.crunchbase.com/funding_round/coherent-biopharma-series-a--d8bc59d7,1,Frontline BioVentures,Early Stage Venture,Frontline BioVentures,Series A,4,8000000,USD,8000000,,,,128000000,USD,128000000,Yes,,https://www.coherentbio.com,,Early Stage Venture,,"83,856"
2015-12-31,AnchorDx  is a precision medicine firm.,AnchorDx,https://www.crunchbase.com/organization/anchordx,"Biotechnology, Emergency Medicine, Pharmaceutical, Precision Medicine","Guangzhou, Guangdong, China, Asia",Series A - AnchorDx,https://www.crunchbase.com/funding_round/anchordx-series-a--03ab8bc9,2,"Marathon Venture Partners, Northern Light Venture Capital",Early Stage Venture,"Marathon Venture Partners, Northern Light Venture Capital",Series A,3,,,,,,,68000000,USD,68000000,Yes,,http://www.anchordx.com/,$10M to $50M,Late Stage Venture,,"86,401"
2016-01-01,Uni-Ubi is an AI and IoT solutions provider for smart cities.,Uni-Ubi,https://www.crunchbase.com/organization/uni-ubi,"Artificial Intelligence (AI), Robotics","Hangzhou, Zhejiang, China, Asia",Seed Round - Uni-Ubi,https://www.crunchbase.com/funding_round/uni-ubi-seed--d60c4058,1,Tisiwi Ventures,Seed,,Seed,7,,,,,,,99887850,USD,99887850,Yes,,http://www.uni-ubi.com/,$1M to $10M,Late Stage Venture,,"115,703"
2016-02-22,MADV is a science and technology company.,MADV,https://www.crunchbase.com/organization/madv,"Digital Media, Hardware, Video","Haidian, Beijing, China, Asia",Series A - MADV,https://www.crunchbase.com/funding_round/madv-series-a--ca21322d,3,"Shunwei Capital, Triniti Capital, Xiaomi",Early Stage Venture,,Series A,4,,,,,,,13000000,CNY,1922778,Yes,,http://www.madv360.com,,,,"118,216"
2015-12-29,MDTP Optics manufactures precision optical products and optical core components.,MDTP Optics,https://www.crunchbase.com/organization/mdtp-optics,"Advanced Materials, Laser, Manufacturing","Nanjing, Jiangsu, China, Asia",Venture Round - MDTP Optics,https://www.crunchbase.com/funding_round/mdtp-optics-series-unknown--43a8994d,1,Daoming Optics & Chemical,,Daoming Optics & Chemical,Venture - Series Unknown,2,30000000,CNY,4626860,,,,20096860,USD,20096860,Yes,,http://www.mdtp-optics.com,$1M to $10M,Late Stage Venture,,"130,328"
2016-01-01,HaploX Biotechnology is a Shenzhen-based genetic sequencing company. ,HaploX Biotechnology,https://www.crunchbase.com/organization/haplox-biotechnology,"Biotechnology, Genetics, Health Care","Shenzhen, Guangdong, China, Asia",Series A - HaploX Biotechnology,https://www.crunchbase.com/funding_round/haplox-biotechnology-series-a--bf1a3606,1,SBCVC,Early Stage Venture,SBCVC,Series A,4,10000000,USD,10000000,,,,72187000,USD,72187000,Yes,,https://www.haplox.com/,,Late Stage Venture,,"131,783"
2016-01-07,Microread is a producer and seller of multi-gene joint detection products.,Microread,https://www.crunchbase.com/organization/microread,"AgTech, Biotechnology, Health Care, Medical","Haidian, Beijing, China, Asia",Angel Round - Microread,https://www.crunchbase.com/funding_round/microread-angel--d1272551,1,Fortune Venture Capital,Seed,Fortune Venture Capital,Angel,3,3000000,CNY,456510,,,,13000000,CNY,1910738,Yes,,http://www.microread.com/,,Late Stage Venture,,"132,512"
2016-01-20,Remebot is an AI & Robotics company.,Remebot,https://www.crunchbase.com/organization/remebot,"Artificial Intelligence (AI), Health Care, Robotics","Beijing, Beijing, China, Asia",Seed Round - Remebot,https://www.crunchbase.com/funding_round/remebot-seed--c5bfb4b7,1,ZhenFund,Seed,ZhenFund,Seed,3,7500000,CNY,1140043,,,,85665433,USD,85665433,Yes,,http://www.remebot.com.cn/,,Late Stage Venture,,"132,659"
2016-01-01,"Oryza Pharmaceuticals is a developer, manufacturer, marketing, distributor, and seller of pharmaceutical products.",Oryza Pharmaceuticals,https://www.crunchbase.com/organization/oryza-pharmaceuticals,"Manufacturing, Marketing, Pharmaceutical, Retail","Shenzhen, Guangdong, China, Asia",Seed Round - Oryza Pharmaceuticals,https://www.crunchbase.com/funding_round/oryza-pharmaceuticals-seed--3601728e,1,ASBV,Seed,,Seed,2,,,,,,,10000000,CNY,1397585,Yes,,http://www.oryzapharma.com.cn/,$10M to $50M,Early Stage Venture,,"147,343"
