Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2014-12-01,3vjia.com is 3D home design and furnishing portal that uses VR technology.,3vjia.com,https://www.crunchbase.com/organization/3vjia-com,"Furniture, Home Decor, Home Renovation, Virtual Reality","Guangzhou, Guangdong, China, Asia",Series A - 3vjia.com,https://www.crunchbase.com/funding_round/3vjia-com-series-a--bb18b9c4,2,"GF Xinde Investment Management, SBCVC",Early Stage Venture,,Series A,5,,,,,,,800000000,CNY,117592153,Yes,,https://www.3vjia.com/,$100M to $500M,Late Stage Venture,,"122,657"
2014-12-04,Sino Vision is a manufacturer of computed tomography machine.,Sino Vision,https://www.crunchbase.com/organization/sino-vision,"Health Care, Manufacturing, Medical, Medical Device","Daxing, Beijing, China, Asia",Seed Round - Sino Vision,https://www.crunchbase.com/funding_round/sino-vision-seed--02cb67d7,1,Shanghai Jingheguang Electronic Technology,Seed,Shanghai Jingheguang Electronic Technology,Seed,7,3000000,CNY,487840,,,,456000000,CNY,70020961,Yes,,http://www.sinovision-tech.com/,,Late Stage Venture,,"130,103"
2015-01-01,Liquor Easy is an O2O company providing express delivery of liquor products to consumers.,Liquor Easy,https://www.crunchbase.com/organization/liquor-easy,"Consumer, Consumer Goods, Delivery, Delivery Service, Food and Beverage, Wine And Spirits","Zhengzhou, Henan, China, Asia",Series A - Liquor Easy,https://www.crunchbase.com/funding_round/liquor-easy-series-a--770623dc,1,Everbright ReinFore,Early Stage Venture,Everbright ReinFore,Series A,4,10000000,CNY,1614220,,,,79214220,USD,79214220,Yes,,http://9bianli.com/,,Late Stage Venture,,"132,752"
2015-01-01,"Pu Dao is an organic ingredients provider of agricultural products like rice, grains, flour, mountain delicacies, and flavors.",Pu Dao,https://www.crunchbase.com/organization/pu-dao,"Agriculture, Farming, Food Processing, Organic Food","Beijing, Beijing, China, Asia",Seed Round - Pu Dao,https://www.crunchbase.com/funding_round/pu-dao-seed--1e9a7cb3,1,ZSVC,Seed,,Seed,2,,,,,,,,,,Yes,,https://www.ipudao.com/,,Early Stage Venture,,"145,876"
2015-01-01,Bioscience is engaged in the research and development of an automatic medical inspection line.,Bioscience,https://www.crunchbase.com/organization/bioscience-acb3,,"Tianjin, Guangdong, China, Asia",Series A - Bioscience,https://www.crunchbase.com/funding_round/bioscience-acb3-series-a--cc5a0aeb,1,ShenZhen GTJA Investment Group,Early Stage Venture,,Series A,4,,,,,,,23550000,USD,23550000,Yes,,http://www.bioscience-tj.com/,,,,"157,225"
2014-10-23,Helijia is a startup that provides on-demand manicure service.,Helijia,https://www.crunchbase.com/organization/helijia,"Apps, Beauty, Lifestyle","Beijing, Beijing, China, Asia",Series B - Helijia,https://www.crunchbase.com/funding_round/helijia-series-b--4774a37d,2,"CBC Capital, IDG Capital",Early Stage Venture,,Series B,6,,,,,,,59345037,USD,59345037,Yes,,http://helijia.com,,,1,"159,333"
2015-01-01,Jushuitan Network Technology is a e-commerce SaaS ERP based company.,Jushuitan Network Technology,https://www.crunchbase.com/organization/jushuitan-network-technology,"Computer, E-Commerce, Enterprise Resource Planning (ERP), SaaS, Software","Shanghai, Shanghai, China, Asia",Seed Round - Jushuitan Network Technology,https://www.crunchbase.com/funding_round/jushuitan-network-technology-seed--5d8f3e10,2,"Ameba Capital, Welight Capital",Seed,,Seed,6,15000000,CNY,2421330,,,,205736677,USD,205736677,Yes,,http://www.jushuitan.com/,$10M to $50M,Late Stage Venture,,"159,462"
2014-10-10,3D Face provides biometric and 3D face recognition system.,3D Face,https://www.crunchbase.com/organization/3d-face,"3D Technology, Biometrics, Software","Shenzhen, Guangdong, China, Asia",Angel Round - 3D Face,https://www.crunchbase.com/funding_round/3d-face-angel--76eb674a,2,"Yingke Beite Investment Management Enterprise, Zhongkefuhua Innovation Investment",Seed,,Angel,3,3000000,CNY,489343,,,,25000000,CNY,3796627,Yes,,http://www.3dface.com.cn/,,,,"163,170"
2014-11-01,MulangCloud provides SaaS cloud backup products and privatized cloud backup deployment solution services.,MulangCloud,https://www.crunchbase.com/organization/mulangcloud,"Big Data, Cloud Computing, SaaS, Software","Shenzhen, Guangdong, China, Asia",Angel Round - MulangCloud,https://www.crunchbase.com/funding_round/mulangcloud-angel--83b55122,2,"GeekFounders, IDG Capital",Seed,,Angel,4,7000000,CNY,1144166,,,,37000000,CNY,5751654,Yes,,http://www.mulangcloud.com,,,,"164,710"
2014-12-01,"ZHZ is an industrial company that develops drones, helicopters and other products.",ZHZ,https://www.crunchbase.com/organization/zhz,"Drones, Industrial, Manufacturing","Beijing, Beijing, China, Asia",Venture Round - ZHZ,https://www.crunchbase.com/funding_round/zhz-series-unknown--0a197a72,1,Delian Capital,,,Venture - Series Unknown,2,50000000,CNY,8132480,,,,50000000,CNY,8132480,Yes,,http://www.zhztech.com/,,,,"166,960"
